Page_traffic,Unit_price,Units_sold,Segment,1_Star_Rating,2_Star_Rating,3_Star_Rating,4_Star_Rating,5_Star_Rating,Image_Count,Bullet_Count,Title_Count,Description_Length,num_unique_Search_Terms,Organic Search Rank,Num_of_Promotions,Sum of Spend,Online_Clicks,Online_Cost,Online_Impressions,num_unique_campaigns,Clicks_video,Cost_video,Impressions_video,num_unique_campaigns_offline,Units_sold>1000
886.0,29.93584905660378,795,Skincare,119.0,94.0,210.0,464.0,3110.0,9.0,8.0,126.0,221.0,2.0,3.0,0.0,0.0,679.0,2214.172433398032,103803.0,4.0,11303.0,118307.34,9990498.0,4.0,0
4015.0,14.14780457637601,1617,Hair Care,46.0,42.0,100.0,191.0,1119.0,11.0,7.0,115.0,209.0,5.0,19.0,0.0,0.0,701.0,1861.681130205592,133692.0,4.0,10579.0,111171.56,9223813.0,4.0,1
4561.0,36.25910064239829,467,Makeup,73.0,51.0,133.0,266.0,1650.0,16.0,7.0,95.0,123.0,7.0,17.0,0.0,0.0,1854.0,3253.208866523673,476436.0,2.0,0.0,0.0,0.0,0.0,0
3234.0,25.25659824046921,682,Makeup,122.0,96.0,232.0,507.0,3004.0,4.0,6.0,88.0,59.0,3.0,34.0,0.0,0.0,748.0,2368.270538322572,111617.0,4.0,0.0,0.0,0.0,0.0,0
3673.0,19.96889400921659,868,Makeup,14.0,22.0,60.0,97.0,511.0,11.0,6.0,67.0,125.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2314.0,18.96068075117371,1704,Makeup,66.0,48.0,132.0,236.0,1373.0,13.0,7.0,113.0,166.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3885.0,19.24269889224572,993,Hair Care,27.0,12.0,0.0,0.0,0.0,13.0,7.0,111.0,209.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4986.0,18.30454845088991,1517,Makeup,68.0,46.0,109.0,219.0,1496.0,5.0,5.0,91.0,59.0,2.0,14.0,0.0,0.0,503.0,2370.540010410508,120327.0,2.0,0.0,0.0,0.0,0.0,1
4781.0,15.73684210526316,1444,Skincare,70.0,45.0,115.0,246.0,1532.0,10.0,6.0,89.0,68.0,3.0,37.0,0.0,0.0,1995.0,10204.56473393665,303600.0,4.0,0.0,0.0,0.0,0.0,1
5261.0,25.50455675227838,1207,Skincare,29.0,25.0,59.0,77.0,0.0,0.0,8.0,173.0,158.0,0.0,31.0,0.0,0.0,1617.0,3850.231665132188,248259.0,2.0,4330.0,56344.76,5344861.0,2.0,1
1451.981143920735,31.31864904552129,681,Hair Care,39.0,30.0,80.0,165.0,1128.0,0.0,8.0,162.0,158.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3434.0,36.05590062111801,1288,Makeup,66.0,38.0,69.0,75.0,202.0,9.0,8.0,126.0,221.0,5.0,15.0,0.0,0.0,749.0,2471.731285401749,153473.0,2.0,0.0,0.0,0.0,0.0,1
3930.0,26.35714285714286,1064,Makeup,12.0,0.0,0.0,0.0,0.0,5.0,5.0,81.0,56.0,2.0,37.0,0.0,0.0,780.0,2340.056627598357,167699.0,6.0,4791.0,56344.76,5344861.0,2.0,1
2801.0,21.25091575091575,1092,Makeup,138.0,97.0,266.0,484.0,2689.0,14.0,6.0,95.0,67.0,2.0,12.0,0.0,0.0,678.0,2596.774254882093,90389.0,4.0,0.0,0.0,0.0,0.0,1
4547.0,15.22872661436331,1657,Makeup,21.0,18.0,40.0,63.0,365.0,0.0,6.0,80.0,104.0,0.0,3.0,0.0,0.0,763.0,2593.101848077715,77295.0,4.0,5744.0,63978.2,6594469.0,2.0,1
1406.0,18.39913232104121,922,Skincare,61.0,36.0,90.0,163.0,1042.0,12.0,6.0,91.0,62.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1349.0,21.17670286278381,1013,Makeup,43.0,38.0,90.0,206.0,1306.0,8.0,5.0,118.0,209.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,11413.0,125721.77,10372142.0,6.0,1
2015.0,20.19340849956635,1153,Skincare,0.0,0.0,0.0,0.0,0.0,11.0,6.0,70.0,127.0,0.0,32.0,0.0,0.0,776.0,2303.085662475543,132565.0,2.0,0.0,0.0,0.0,0.0,1
4925.0,20.81228899392303,1481,Makeup,28.0,33.0,85.0,137.0,721.0,11.0,6.0,67.0,125.0,3.0,3.0,1.0,251.4008606156651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3536.0,26.90337784760408,1273,Skincare,61.0,41.0,129.0,292.0,2018.0,11.0,6.0,70.0,148.0,5.0,35.0,0.0,0.0,960.0,3205.620126051524,150838.0,4.0,10309.0,111171.56,9223813.0,6.0,1
3244.0,21.70374220374221,962,Hair Care,46.0,31.0,106.0,233.0,1811.0,8.0,8.0,125.0,221.0,8.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3719.0,27.07836456558773,1174,Makeup,97.0,72.0,204.0,373.0,2279.0,0.0,6.0,79.0,100.0,16.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2553.0,10.14845605700713,842,Makeup,44.0,22.0,93.0,180.0,1392.0,6.0,8.0,126.0,221.0,7.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4038.0,15.29048656499637,1377,Makeup,0.0,0.0,0.0,0.0,0.0,9.0,8.0,126.0,221.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,11557.0,130779.05,10922773.0,6.0,1
3316.0,26.78225806451613,1612,Skincare,93.0,65.0,158.0,368.0,2322.0,9.0,5.0,117.0,209.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1659.0,29.99808612440192,1045,Makeup,103.0,59.0,150.0,269.0,1605.0,9.0,7.0,110.0,209.0,4.0,11.0,0.0,0.0,1241.0,2801.222884244376,128211.0,2.0,5379.0,61559.15,6156021.0,2.0,1
2757.0,18.7414364640884,905,Makeup,23.0,18.0,70.0,138.0,1133.0,10.0,8.0,126.0,221.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6375.0,77040.81,7539723.0,2.0,0
5897.0,15.45845410628019,2070,Makeup,91.0,86.0,229.0,435.0,2806.0,8.0,6.0,86.0,62.0,6.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3591.0,27.27068557919622,846,Makeup,180.0,131.0,338.0,682.0,4387.0,12.0,6.0,64.0,123.0,11.0,51.0,0.0,0.0,725.0,3575.936451083314,137759.0,4.0,0.0,0.0,0.0,0.0,0
2848.0,39.8,900,Makeup,69.0,44.0,132.0,313.0,2113.0,10.0,7.0,152.0,186.0,5.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5407.0,20.04280904280904,2079,Makeup,108.0,60.0,163.0,352.0,2592.0,12.0,8.0,126.0,221.0,10.0,15.0,0.0,0.0,739.0,2583.038798080299,166023.0,2.0,4330.0,56344.76,5344861.0,2.0,1
4428.0,15.38250950570342,1315,Skincare,126.0,79.0,221.0,473.0,3401.0,9.0,8.0,126.0,149.0,9.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2545.0,23.61344537815126,357,Skincare,0.0,0.0,0.0,0.0,0.0,0.0,8.0,165.0,158.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2570.0,26.31141199226306,517,Makeup,0.0,0.0,0.0,0.0,0.0,9.0,7.0,154.0,186.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2029.0,17.96954314720812,1576,Skincare,154.0,117.0,303.0,643.0,4254.0,16.0,7.0,139.0,211.0,5.0,3.0,0.0,0.0,947.0,3344.71949063501,264781.0,4.0,0.0,0.0,0.0,0.0,1
3637.0,28.40772014475271,829,Makeup,180.0,131.0,338.0,682.0,4387.0,12.0,6.0,64.0,123.0,11.0,49.0,0.0,0.0,855.0,4728.02556795817,197894.0,4.0,0.0,0.0,0.0,0.0,0
2471.0,14.5689497716895,1095,Makeup,0.0,0.0,0.0,0.0,0.0,5.0,5.0,79.0,58.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,6491.0,83933.1,7960863.0,2.0,1
1932.0,20.42521367521368,936,Makeup,21.0,18.0,47.0,79.0,425.0,0.0,6.0,82.0,105.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4184.0,20.64054794520548,1825,Makeup,0.0,0.0,0.0,0.0,0.0,7.0,8.0,127.0,221.0,1.0,32.0,0.0,0.0,544.0,2419.404158131298,60038.0,4.0,0.0,0.0,0.0,0.0,1
3269.0,21.80429128738622,1538,Hair Care,74.0,45.0,97.0,153.0,843.0,13.0,7.0,111.0,209.0,6.0,12.0,0.0,0.0,957.0,4991.364637869225,110849.0,4.0,0.0,0.0,0.0,0.0,1
7075.0,21.54109138724523,1521,Hair Care,85.0,63.0,180.0,406.0,2858.0,11.0,7.0,120.0,196.0,6.0,18.0,0.0,0.0,1382.0,3616.033268429983,193231.0,2.0,4330.0,56344.76,5344861.0,2.0,1
1231.0,8.66842105263158,760,Makeup,39.0,25.0,82.0,113.0,785.0,7.0,8.0,125.0,221.0,0.0,22.0,0.0,0.0,679.0,1606.30470817913,128642.0,2.0,0.0,0.0,0.0,0.0,0
1271.0,30.99231950844854,651,Skincare,121.0,98.0,216.0,474.0,3176.0,9.0,8.0,126.0,221.0,5.0,3.0,0.0,0.0,709.0,1895.321625590374,108688.0,4.0,5379.0,61559.15,6156021.0,4.0,0
5023.0,18.13176064441887,1738,Skincare,53.0,30.0,94.0,230.0,1794.0,0.0,6.0,77.0,99.0,7.0,7.0,1.0,0.0,474.0,1515.884201610619,108968.0,4.0,3479.0,40244.28,3856872.0,2.0,1
1551.0,42.4698275862069,464,Makeup,150.0,103.0,294.0,619.0,4085.0,0.0,8.0,163.0,158.0,7.0,34.0,0.0,0.0,610.0,2742.071574018803,90414.0,2.0,0.0,0.0,0.0,0.0,0
4659.0,20.45597210113339,1147,Skincare,60.0,41.0,94.0,162.0,1168.0,9.0,8.0,127.0,221.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
266.0,22.00475435816165,631,Makeup,78.0,45.0,105.0,202.0,1243.0,10.0,6.0,72.0,129.0,7.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,10579.0,111171.56,9223813.0,4.0,0
3124.0,16.69900142653352,701,Makeup,0.0,0.0,0.0,0.0,0.0,0.0,6.0,80.0,89.0,11.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3392.0,30.59053497942387,972,Skincare,150.0,110.0,336.0,671.0,4413.0,9.0,7.0,152.0,186.0,6.0,21.0,0.0,0.0,894.0,3345.166622598687,152480.0,4.0,0.0,0.0,0.0,0.0,0
3288.0,20.38893280632411,1265,Hair Care,46.0,32.0,108.0,236.0,1830.0,8.0,8.0,125.0,221.0,8.0,40.0,0.0,0.0,788.0,3484.717317172117,127488.0,4.0,11413.0,125721.77,10372142.0,6.0,1
2260.0,27.35211267605634,568,Makeup,23.0,20.0,66.0,173.0,1076.0,0.0,8.0,166.0,158.0,1.0,37.0,0.0,0.0,580.0,1957.727253151315,118696.0,2.0,0.0,0.0,0.0,0.0,0
6303.0,32.02747710241466,1201,Makeup,51.0,27.0,86.0,153.0,1288.0,0.0,8.0,164.0,158.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5379.0,61559.15,6156021.0,2.0,1
1713.0,13.57334183673469,1568,Skincare,14.0,9.0,0.0,74.0,533.0,0.0,8.0,167.0,158.0,0.0,35.0,1.0,1870.929263441543,0.0,0.0,0.0,0.0,5744.0,63978.2,6594469.0,2.0,1
1520.0,6.479784366576819,742,Hair Care,0.0,0.0,0.0,0.0,0.0,7.0,5.0,84.0,58.0,0.0,18.0,0.0,0.0,481.0,1676.846186657573,137021.0,2.0,5379.0,61559.15,6156021.0,2.0,0
2425.0,15.97578534031414,1528,Makeup,78.0,56.0,142.0,283.0,1744.0,14.0,7.0,122.0,209.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,4791.0,56344.76,5344861.0,2.0,1
4546.0,17.15435897435897,1950,Skincare,70.0,50.0,184.0,352.0,2730.0,7.0,7.0,84.0,62.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
