Job_Satisfaction,Performance_Rating,Years_At_Company,Work_Life_Balance,Distance_From_Home,Monthly_Income,Education_Level,Age,Num_Companies_Worked,Employee_Role,Annual_Bonus,Training_Hours,Department,Annual_Bonus_Squared,Annual_Bonus_Training_Hours_Interaction,Employee_Turnover
0.036619174,0.388179849,0.607320346,0.424364087,0.655692146,0.038800615,0.867160508,0.077657127,0.287746322,0.293368916,0.011813637,0.094023881,0.851883929,0.000139562,0.001110764,0
0.275908809,0.401152932,0.852118522,0.319246897,0.78851279,0.821874808,0.668025065,0.904116026,0.676458766,0.810283147,0.154531388,0.729892898,0.625431538,0.02387995,0.112791362,1
0.408420173,0.67091474,0.770400841,0.139435191,0.882790895,0.722970624,0.867000505,0.400922803,0.137133516,0.360033134,0.128062914,0.503896147,0.054531135,0.01640011,0.064530409,1
0.636695407,0.90004557,0.773952741,0.128865355,0.066657366,0.942089299,0.161604101,0.629156165,0.23576566,0.51554813,0.487523899,0.718729296,0.820537293,0.237679552,0.350397709,1
0.40099342,0.095162393,0.630060499,0.026393144,0.716802194,0.012140298,0.596670202,0.870891979,0.698408427,0.624343755,0.431791125,0.336195517,0.370295521,0.186443576,0.145166241,0
0.496194061,0.852847169,0.319491079,0.580249288,0.448715168,0.305459946,0.338392243,0.289761507,0.186905898,0.951494233,0.341132756,0.971510776,0.616601794,0.116371557,0.331414149,1
0.985154683,0.857354257,0.236455713,0.375962431,0.431165131,0.763868378,0.033457128,0.03862277,0.117117868,0.628324983,0.414546617,0.848925629,0.28405789,0.171848898,0.351919248,1
0.89798766,0.430090445,0.025314461,0.64736763,0.075541364,0.127572345,0.993533217,0.679337116,0.660075704,0.335281459,0.541842475,0.384091917,0.445602698,0.293593268,0.208117315,0
0.814892221,0.196884691,0.271681358,0.639727044,0.390058037,0.303069289,0.254615935,0.485730787,0.775536872,0.805325958,0.790569701,0.885645251,0.050741831,0.625000452,0.700164301,0
0.771289228,0.143940963,0.252409111,0.692990314,0.926747109,0.117208744,0.134387194,0.975227237,0.091236359,0.042895897,0.531754335,0.224411321,0.297626568,0.282762673,0.119331693,1
0.876943398,0.313797717,0.701422784,0.940097764,0.179366891,0.108570584,0.986537775,0.050025891,0.281007065,0.869339781,0.275420254,0.175530838,0.781831183,0.075856317,0.048344748,1
0.154672229,0.865584562,0.480789909,0.159937535,0.91717854,0.723587848,0.254010981,0.876532751,0.737951958,0.994686387,0.078839948,0.619490692,0.260299164,0.006215737,0.048840614,1
0.71724137,0.721921857,0.65323086,0.264811278,0.555953287,0.714659046,0.499569795,0.90777142,0.749765462,0.930890406,0.565988328,0.074456056,0.886237564,0.320342787,0.042141259,1
0.257392775,0.044658824,0.503468609,0.920547383,0.029440283,0.013741593,0.587748087,0.542986237,0.015706349,0.103068751,0.836394642,0.452638446,0.124387267,0.699555998,0.378584372,0
0.870007363,0.592278687,0.375101413,0.08924627,0.498585879,0.918703317,0.073894228,0.530871419,0.426323285,0.759463859,0.151150476,0.171195277,0.716004351,0.022846467,0.025876248,1
0.241547308,0.092965602,0.209551489,0.529649525,0.382113577,0.295815993,0.048431691,0.052636049,0.812672359,0.549794983,0.933394133,0.245712263,0.13883838,0.871224608,0.229346385,0
0.771935139,0.399628056,0.890657248,0.75685764,0.097023278,0.556010996,0.163004236,0.565879425,0.571317821,0.293285822,0.601282899,0.126681913,0.815736422,0.361541125,0.076171668,1
0.094487279,0.306269095,0.836017583,0.646181026,0.206373012,0.160909796,0.904485026,0.287020221,0.179500169,0.999964019,0.309191828,0.124740188,0.46175763,0.095599586,0.038568647,1
0.464669251,0.349911252,0.735936115,0.322035737,0.661429297,0.827151043,0.878989605,0.711913261,0.135130524,0.242401597,0.678916959,0.492608952,0.617068385,0.460928237,0.334440572,0
0.370852799,0.19705428,0.459855884,0.044612301,0.799795885,0.076956447,0.518835149,0.3068101,0.577542949,0.959433341,0.645570244,0.035362436,0.43040244,0.416760941,0.022828936,0
0.966681987,0.389584779,0.293380893,0.316335393,0.489923367,0.956751399,0.986622321,0.296126727,0.351468708,0.51180656,0.008187289,0.174836563,0.936059021,6.7e-05,0.001431437,0
0.496701855,0.523526638,0.779612476,0.320897406,0.048957105,0.637470151,0.908618615,0.587262629,0.236790445,0.265645641,0.35882111,0.870966751,0.828225718,0.128752589,0.312521257,0
0.929759083,0.401662448,0.209435292,0.962330568,0.936465327,0.270710262,0.191582844,0.125553139,0.409120819,0.773485655,0.347173356,0.249050872,0.780889559,0.120529339,0.086463827,1
0.257444578,0.132707519,0.570896078,0.921342132,0.648802309,0.663860424,0.85842386,0.700121049,0.37594043,0.803325108,0.123997371,0.871468938,0.509141863,0.015375348,0.108059857,0
0.373388113,0.206150689,0.800320443,0.353163596,0.257899864,0.762304698,0.428617203,0.767409539,0.739405466,0.017605795,0.726661307,0.206502003,0.648627352,0.528036655,0.150057015,0
0.422956118,0.940083746,0.129787231,0.61574043,0.966526048,0.097961774,0.721118529,0.865516036,0.332232982,0.569363428,0.089630135,0.337056648,0.248831449,0.008033561,0.030210433,1
0.016303199,0.332830955,0.307594384,0.543451695,0.89486924,0.040516736,0.842771355,0.557127806,0.587666927,0.956965637,0.128283106,0.276643565,0.23005181,0.016456555,0.035488696,0
0.026816936,0.309724907,0.924823813,0.050505407,0.272025194,0.533388554,0.740197139,0.228056421,0.300344188,0.194538429,0.443062054,0.50434605,0.899226971,0.196303984,0.223456597,0
0.61693497,0.202907764,0.288808947,0.445060037,0.547226577,0.175373637,0.595521957,0.607244385,0.408535275,0.20072014,0.333927276,0.098036592,0.744837754,0.111507426,0.032737092,0
0.843536721,0.850202517,0.825390107,0.388975439,0.582497036,0.554662731,0.750454933,0.982460795,0.060850244,0.78956917,0.417831224,0.375179992,0.593317418,0.174582932,0.156761916,1
0.675065755,0.355095103,0.325902572,0.618453862,0.8474294,0.891727111,0.597753692,0.355724046,0.300254508,0.054612089,0.954630361,0.512964344,0.501108042,0.911319126,0.489691337,1
0.960497684,0.707681513,0.594815123,0.065709084,0.223056833,0.123363889,0.511158333,0.990817478,0.837554404,0.48883511,0.514393377,0.041309013,0.835289162,0.264600546,0.021249083,1
0.887719925,0.22486153,0.236530694,0.598096952,0.717948884,0.196493043,0.00095644,0.219764655,0.949707923,0.441895851,0.930219411,0.953373582,0.632334591,0.865308152,0.886846612,1
0.298220796,0.444632139,0.508564792,0.005265999,0.877290355,0.497961745,0.579119218,0.23187248,0.776039203,0.361410174,0.684331888,0.515812931,0.844288381,0.468310133,0.352987237,0
0.611281737,0.696837247,0.008200751,0.177807029,0.478359113,0.277102807,0.731511044,0.131285189,0.498646378,0.620182038,0.197703688,0.807890806,0.938626241,0.039086748,0.159722992,0
0.562441613,0.361235811,0.753636785,0.758285194,0.755040576,0.790345769,0.543472556,0.820067682,0.268483576,0.914394161,0.402036338,0.530215768,0.166245157,0.161633217,0.213166006,1
0.335672254,0.668154602,0.287797609,0.187104342,0.300732564,0.886993297,0.460883129,0.225415154,0.321438589,0.002770957,0.755808288,0.225677452,0.59792104,0.571246168,0.170568889,0
0.669672433,0.963777718,0.697986443,0.687387194,0.783389479,0.649937666,0.409155081,0.233989593,0.956674968,0.645730829,0.006972965,0.375987572,0.041192099,4.86e-05,0.002621748,1
0.627778874,0.314052697,0.828000373,0.782078811,0.575306707,0.145015589,0.697381466,0.895348664,0.25010111,0.958685896,0.771302397,0.300321575,0.616821124,0.594907388,0.231638751,1
0.682326579,0.805702338,0.671427546,0.422407495,0.124796448,0.580248167,0.897433327,0.418892427,0.910725235,0.50352782,0.620841562,0.832988476,0.56459711,0.385444246,0.517153867,0
0.557025125,0.112274803,0.230551414,0.333112063,0.324073081,0.248751123,0.000973044,0.058999007,0.569730925,0.54931402,0.710669054,0.603276091,0.188103929,0.505050505,0.428729649,0
0.919347344,0.242120153,0.335403139,0.747336094,0.07409936,0.708039047,0.674678824,0.304021646,0.712769319,0.902924704,0.803941221,0.517842343,0.132445502,0.646321486,0.416314805,1
0.628925568,0.232111868,0.267184659,0.183803955,0.572411428,0.446718656,0.193564109,0.932640931,0.239223153,0.778738904,0.0246909,0.183480109,0.818866068,0.000609641,0.004530289,0
0.793525679,0.450483775,0.378023072,0.01290129,0.701939589,0.964938125,0.778519324,0.233076626,0.264502031,0.422802865,0.407731683,0.232337681,0.791617788,0.166245125,0.094731434,0
0.536715297,0.343698646,0.090852223,0.864997275,0.299758191,0.501172319,0.398492706,0.329872001,0.229291343,0.118113997,0.0906568,0.918054847,0.256587394,0.008218655,0.083227915,0
0.36937389,0.602640967,0.291711628,0.891529235,0.91599637,0.955705341,0.928636755,0.564017024,0.601879898,0.962247692,0.372634591,0.630836984,0.439718282,0.138856538,0.235071681,1
0.29264205,0.566518274,0.137414426,0.349712185,0.053216379,0.379068144,0.114151346,0.561812912,0.641593734,0.987091537,0.195138662,0.207202149,0.947419519,0.038079098,0.04043315,0
0.033090333,0.969552089,0.803185979,0.07500484,0.800167878,0.66263291,0.905737941,0.457797282,0.503338463,0.837313312,0.483787795,0.526367901,0.244358879,0.23405063,0.254650366,0
0.505016938,0.049900529,0.148557839,0.672552821,0.476764443,0.597662786,0.458275084,0.925514973,0.825248728,0.980144499,0.939232942,0.728697899,0.052530421,0.882158519,0.684417071,0
0.756111653,0.224034397,0.211693642,0.684273045,0.780639157,0.886364788,0.448313689,0.716296092,0.170949554,0.314759252,0.632120814,0.147883552,0.955682389,0.399576724,0.093480271,1
0.874074381,0.284524244,0.744338437,0.243315108,0.071891154,0.450393991,0.018593363,0.735673747,0.247954026,0.898491559,0.024887779,0.387289721,0.41189779,0.000619402,0.009638781,0
0.614978486,0.156636337,0.914822163,0.058501847,0.919234591,0.113799387,0.900869983,0.367890927,0.78984079,0.394237635,0.733156483,0.852390755,0.525438879,0.537518429,0.624935808,1
0.81810105,0.340604644,0.152047025,0.784058614,0.743937821,0.967046792,0.874842362,0.555662625,0.101284247,0.483500658,0.313695054,0.512408482,0.301701575,0.098404587,0.160740006,1
0.485025892,0.305964756,0.391611653,0.884088492,0.121299772,0.02956474,0.21572445,0.520685633,0.007682918,0.104264734,0.697863982,0.448062857,0.94863896,0.487014137,0.31268693,0
0.961472378,0.044737496,0.787746589,0.010677559,0.808111114,0.333289501,0.500032079,0.035910119,0.075840815,0.246955873,0.511933103,0.866680423,0.038183128,0.262075502,0.443682398,1
0.725478409,0.339881654,0.828062663,0.102652216,0.685114098,0.64490432,0.261318144,0.632161476,0.910880957,0.61516583,0.18404301,0.306162414,0.351558434,0.03387183,0.056347052,1
0.976190751,0.421418561,0.596085348,0.885253611,0.609486203,0.635078383,0.44627658,0.076097868,0.29804059,0.47386636,0.433165371,0.737251664,0.375972218,0.187632239,0.319351891,1
0.939395753,0.782693232,0.364945185,0.510652246,0.626869041,0.267518065,0.800051618,0.329098042,0.130136078,0.059521428,0.660009381,0.264711369,0.851575698,0.435612383,0.174711987,1
0.527520328,0.947557313,0.598952249,0.088940554,0.595958374,0.601035136,0.898720626,0.257204109,0.529524165,0.295514485,0.178132485,0.721509551,0.73561866,0.031731182,0.128524289,0
0.225621273,0.179389013,0.031712067,0.717658927,0.161951946,0.455388959,0.120388358,0.365518111,0.397467625,0.912985976,0.705316756,0.906142174,0.489096332,0.497471726,0.639117258,0
0.751021649,0.927211807,0.028952549,0.895691291,0.392568788,0.878372495,0.690784776,0.987348757,0.759282452,0.364544626,0.501063173,0.376389155,0.364911836,0.251064303,0.188594744,1
0.566160017,0.119903567,0.717951207,0.706371801,0.115718151,0.561911458,0.335650018,0.458849782,0.422758693,0.104774404,0.158022986,0.086808616,0.192447014,0.024971264,0.013717757,0
0.714968498,0.852972922,0.585550228,0.557250044,0.397637739,0.81655608,0.852023052,0.451592963,0.375592862,0.050405092,0.792076576,0.67305705,0.439201971,0.627385302,0.533112724,1
0.508373314,0.929774264,0.679149996,0.660519105,0.559764601,0.268831565,0.978415372,0.447509646,0.311450097,0.72858071,0.607704813,0.342241308,0.303791591,0.36930514,0.20798169,1
0.44679332,0.836990365,0.221824031,0.493945256,0.929618739,0.667214707,0.79807902,0.55099397,0.980466459,0.588662155,0.045510714,0.1979828,0.404773629,0.002071225,0.009010339,1
0.840826817,0.471485881,0.378679651,0.271517205,0.053834014,0.047317376,0.327988086,0.22387709,0.666789004,0.169620902,0.909050608,0.967726544,0.474892225,0.826373007,0.879712402,0
0.282979317,0.325225141,0.493968922,0.731200466,0.01495998,0.478217372,0.123490142,0.853227823,0.259776749,0.404003434,0.047423449,0.149142786,0.00178979,0.002248983,0.007072865,0
0.441451961,0.63006149,0.84364752,0.093378317,0.119158168,0.817784653,0.441969474,0.802869388,0.000150381,0.11502808,0.368343264,0.397657201,0.833757881,0.13567676,0.146474351,0
0.574905646,0.073111428,0.453055569,0.899060938,0.582639074,0.976662959,0.287880823,0.649913433,0.934754896,0.349404253,0.533580548,0.847178471,0.331334685,0.284708201,0.452037952,1
0.456468001,0.070943868,0.794986145,0.808174757,0.721977507,0.99655075,0.992117135,0.179420402,0.795412464,0.659824098,0.726467937,0.990900502,0.83661925,0.527755663,0.719857443,1
0.694465104,0.297462389,0.690299255,0.46802057,0.252122978,0.913304828,0.233650578,0.082151435,0.05222015,0.316333795,0.140267841,0.258275305,0.991959172,0.019675067,0.036227719,0
0.068180273,0.230285062,0.642260593,0.198803157,0.537177933,0.165860761,0.672705509,0.531236117,0.969432244,0.133813278,0.530721249,0.31172389,0.612688763,0.281665044,0.165438492,0
0.43942995,0.794542657,0.627496345,0.052739578,0.886608181,0.52961781,0.400995157,0.757986211,0.102544322,0.481088433,0.565531088,0.293087827,0.783152187,0.319825411,0.165750278,1
0.119606663,0.034164048,0.837650629,0.596819527,0.876715766,0.123376382,0.680046727,0.575045411,0.837791215,0.480361663,0.287480149,0.50818244,0.477176258,0.082644836,0.146092364,1
0.061814392,0.532458082,0.966489478,0.386844103,0.702976801,0.318861459,0.847314668,0.986605823,0.796790975,0.609430877,0.986629839,0.890052007,0.81561256,0.973438439,0.878151868,1
0.992066508,0.555435649,0.892624321,0.487672036,0.34115232,0.162317171,0.374044635,0.541258117,0.805827348,0.105123869,0.632221817,0.782160601,0.633899383,0.399704426,0.494498996,1
0.672311672,0.289813311,0.436295888,0.067733839,0.75196914,0.570095302,0.990019497,0.929981115,0.693884592,0.664994308,0.46904023,0.244496003,0.479511365,0.219998737,0.114678461,0
0.915652841,0.019232059,0.569872151,0.294650242,0.849028635,0.632849657,0.538877004,0.11458817,0.540222805,0.631904146,0.955912309,0.58505101,0.967400602,0.913768343,0.559257462,0
0.734936255,0.549705562,0.597518993,0.037021374,0.03145578,0.812130604,0.291056367,0.807214259,0.703504123,0.564947665,0.104960934,0.066042404,0.383981489,0.011016798,0.006931872,0
0.674491216,0.399413789,0.673503292,0.440393809,0.278552908,0.612995059,0.091533085,0.739237663,0.862940876,0.207237332,0.248861603,0.423370789,0.364269335,0.061932097,0.105360733,1
0.01275533,0.914787092,0.674839806,0.938065831,0.556684297,0.384566751,0.796211205,0.430396114,0.934951739,0.741960593,0.089089855,0.774187374,0.804114993,0.007937002,0.068972241,1
0.937407573,0.887624972,0.874844995,0.45571132,0.78960014,0.360357664,0.860598794,0.906444964,0.538299925,0.476192226,0.532699075,0.238122218,0.091858681,0.283768304,0.126847485,1
0.618826168,0.133461471,0.980580133,0.871785735,0.502720761,0.922347982,0.541380794,0.923306068,0.829897369,0.96828641,0.919782811,0.036033817,0.174772004,0.846000419,0.033143286,1
0.364915452,0.696023314,0.826904472,0.180815236,0.625240378,0.159566483,0.112104047,0.470972281,0.861043889,0.627705664,0.68154365,0.39316615,0.266880366,0.464501747,0.267959893,0
0.408852539,0.141666147,0.514438115,0.566390344,0.65310474,0.70555502,0.041827757,0.377797187,0.372037673,0.170491667,0.322217924,0.044137808,0.462143236,0.103824391,0.014221993,0
0.507331391,0.190139563,0.428146662,0.296892025,0.670409842,0.753128728,0.771395688,0.394351925,0.191389358,0.29405011,0.53473411,0.61530261,0.794872978,0.285940568,0.329023294,1
0.381545012,0.357699377,0.602210692,0.596518815,0.713776724,0.716625993,0.029733337,0.541851857,0.665817267,0.779170826,0.888672307,0.326005828,0.393805297,0.78973847,0.289712351,0
0.345135589,0.672714811,0.161645049,0.79697788,0.580147956,0.111008373,0.896852573,0.849426732,0.754099138,0.479741376,0.610379334,0.197774981,0.75979889,0.372562931,0.120717761,1
0.545400216,0.081671265,0.446859659,0.32172442,0.790533335,0.381445614,0.901495302,0.18953043,0.930546574,0.593286645,0.120241602,0.50215017,0.267918187,0.014458043,0.060379341,0
0.826019408,0.166676326,0.759400459,0.675648355,0.795070899,0.999142673,0.683374903,0.51577525,0.698665377,0.758433094,0.460423047,0.228869596,0.218081076,0.211989382,0.105376837,1
0.583960085,0.441445376,0.671066233,0.300421707,0.402510057,0.30801642,0.200931992,0.508013933,0.829138758,0.034432299,0.485379052,0.752101443,0.634054309,0.235592825,0.365054286,0
0.459888279,0.280689843,0.293359343,0.980296266,0.044220485,0.025897873,0.935144855,0.160090041,0.042977282,0.458545279,0.88189057,0.306064737,0.932251451,0.777730978,0.269915606,0
0.397918615,0.774500955,0.140957477,0.967337802,0.861123008,0.617656983,0.04290619,0.700855649,0.913284341,0.524577067,0.354224822,0.120277345,0.754901104,0.125475224,0.042605221,1
0.042665654,0.5331711,0.116704046,0.079114471,0.467578819,0.314768986,0.881317681,0.315590843,0.822576301,0.004891215,0.949208535,0.054329025,0.262883355,0.900996842,0.051569574,0
0.445542539,0.538708064,0.156280352,0.937894893,0.035600085,0.823756174,0.203218406,0.313465172,0.714293493,0.066076592,0.774065984,0.052895071,0.82858975,0.599178147,0.040944275,0
0.269697921,0.738825387,0.807144785,0.200596459,0.308739113,0.008721297,0.384832712,0.901114926,0.401340466,0.75901492,0.057387049,0.587894747,0.954043914,0.003293273,0.033737545,0
0.05255619,0.431660123,0.853334014,0.064496972,0.509515979,0.90950195,0.250512317,0.326952851,0.534754524,0.366959637,0.146172765,0.365595047,0.278923828,0.021366477,0.053440039,0
0.896546596,0.36756187,0.435864925,0.891923355,0.806193989,0.703888584,0.100226887,0.919482614,0.7142413,0.998847007,0.149448305,0.868126057,0.162492935,0.022334796,0.129739968,1
0.909632911,0.548445851,0.305129382,0.023949276,0.830450074,0.87912289,0.627759005,0.368114077,0.542119491,0.137860584,0.522686906,0.114368143,0.003366939,0.273201601,0.059778731,1
0.701840483,0.030192773,0.873319428,0.444478955,0.502393294,0.540047964,0.645544295,0.344856587,0.101107491,0.318378937,0.168142118,0.556133179,0.318028631,0.028271772,0.093509411,0
0.649656495,0.880998061,0.555937689,0.741603107,0.770544062,0.908248379,0.150349757,0.558283424,0.428378513,0.923159021,0.105094694,0.982573889,0.875451324,0.011044895,0.103263302,1
0.555810301,0.390214731,0.54650053,0.72405949,0.486717155,0.912316261,0.692114688,0.352318841,0.612333826,0.455376722,0.792030839,0.007449578,0.585565512,0.62731285,0.005900295,1
0.133216252,0.768465816,0.730032697,0.793048746,0.918943979,0.044240795,0.537033229,0.789073869,0.501234025,0.55214229,0.566623123,0.010389553,0.904288535,0.321061764,0.005886961,1
0.724041166,0.795500589,0.636069507,0.800780609,0.909013477,0.904418842,0.32788822,0.971972827,0.057666996,0.616402693,0.495224558,0.23047607,0.535148049,0.245247363,0.11413741,1
0.989577062,0.119716105,0.404439301,0.752960562,0.594079939,0.878653067,0.102146691,0.542512561,0.609193913,0.81426454,0.845622559,0.47416506,0.604324906,0.715077512,0.400964672,1
0.503343244,0.62224373,0.025874561,0.110319142,0.827692634,0.006450157,0.064660601,0.054084055,0.176731673,0.823769148,0.673646496,0.341797497,0.551554092,0.453799601,0.230250686,0
0.006077911,0.486057022,0.713466656,0.658799332,0.503392555,0.860712074,0.851217454,0.814303467,0.447347807,0.63413281,0.807985643,0.070054101,0.093962699,0.6528408,0.056602708,0
0.697428773,0.453542683,0.722055599,0.866382326,0.975521505,0.855803342,0.011714084,0.359978064,0.729990562,0.171629677,0.521036606,0.054337988,0.199996525,0.271479145,0.028312081,1
0.892395242,0.688693918,0.051012219,0.062463184,0.194125972,0.587406193,0.475442673,0.66208743,0.308883229,0.039539377,0.393055492,0.244376659,0.349443417,0.15449262,0.096053588,0
0.716804476,0.973875928,0.390729432,0.043428161,0.727325593,0.309146004,0.917925566,0.18253879,0.376668655,0.023677019,0.43870247,0.190003724,0.597092316,0.192459857,0.083355103,1
0.739047327,0.337020103,0.656428797,0.874897084,0.72538468,0.019487682,0.88705749,0.599620155,0.857355409,0.947087327,0.769368928,0.501139023,0.149416861,0.591928547,0.385560793,1
0.692711968,0.090637954,0.031695033,0.835777267,0.255441476,0.615504405,0.997194709,0.262407663,0.898359772,0.419141854,0.761358556,0.904498426,0.148954603,0.579666851,0.688647616,0
0.272436895,0.379056896,0.374296183,0.748788258,0.237807243,0.171853099,0.449291649,0.304468407,0.839189122,0.237741826,0.502389457,0.9425836,0.633997698,0.252395167,0.473544063,0
0.946285077,0.709877,0.028138733,0.356994219,0.773609435,0.033372804,0.879958446,0.672563414,0.237147555,0.436394006,0.029070511,0.070519613,0.550269449,0.000845095,0.002050041,1
0.320595056,0.249866871,0.031072788,0.853922736,0.074260791,0.136298279,0.919453989,0.461600084,0.849885265,0.899709697,0.090633855,0.295001809,0.791083053,0.008214496,0.026737151,0
0.753617268,0.129523771,0.811885666,0.394466783,0.951519487,0.063984434,0.502886415,0.269806286,0.101086229,0.541142994,0.006285611,0.210220654,0.451804881,3.95e-05,0.001321365,1
0.958208828,0.306241534,0.60870991,0.519817288,0.907110766,0.005015471,0.325989349,0.174381545,0.781770044,0.38906016,0.836988691,0.528172585,0.950006567,0.700550068,0.442074481,1
0.814027103,0.85133715,0.431136586,0.303456468,0.476658783,0.911264691,0.06006277,0.596793863,0.337510191,0.281827065,0.617469921,0.40412511,0.308072758,0.381269104,0.2495351,1
0.489684912,0.131687282,0.397013667,0.704401539,0.284885521,0.103988078,0.907898458,0.70905081,0.615276427,0.792498906,0.835646038,0.483458998,0.881188251,0.6983043,0.404000596,0
0.870875169,0.029715732,0.79932683,0.414510335,0.509282065,0.031733715,0.093520136,0.300704168,0.562581667,0.867578103,0.865197501,0.957991155,0.007161283,0.748566716,0.828851554,1
0.562066111,0.456222502,0.596184447,0.42880977,0.555193882,0.416933952,0.40046971,0.695346468,0.092851213,0.166542073,0.851198472,0.771077347,0.281453727,0.724538838,0.656339859,1
0.953194237,0.222912438,0.045385616,0.56600455,0.639767715,0.855745071,0.904624005,0.011166481,0.179824607,0.326164253,0.311454362,0.493183773,0.140008081,0.09700382,0.153604238,1
0.696322409,0.112293536,0.493882466,0.148980897,0.842685431,0.614007103,0.977240335,0.141024528,0.856101101,0.73431015,0.387212854,0.017902218,0.735968471,0.149933794,0.006931969,0
0.523551131,0.501097507,0.267684752,0.802517699,0.977960603,0.767566687,0.095662903,0.977530427,0.670739696,0.08396338,0.96906754,0.617426011,0.024903065,0.939091898,0.598327505,1
