SKU ID,Sector,Category,Segment,Brand,Revenue($),Units_sold,Page_traffic_equal_bin,Day,Month,Year
6,2,6,18,6,0,0,0.0,19,3,2022
39,2,6,15,19,0,0,0.0,14,5,2022
48,2,6,9,21,0,0,0.0,1,10,2022
45,2,6,9,21,0,0,0.0,15,10,2022
6,2,6,18,6,0,0,0.0,5,11,2022
59,2,6,9,11,0,0,0.0,26,11,2022
53,2,6,9,11,0,0,0.0,9,1,2021
55,2,6,9,11,0,0,0.0,6,2,2021
43,2,6,9,21,0,0,0.0,14,8,2021
40,2,6,9,21,0,0,0.0,23,10,2021
38,2,6,15,19,0,0,0.0,26,2,2022
25,2,6,15,6,0,0,0.0,19,3,2022
38,2,6,15,19,0,0,0.0,26,3,2022
37,2,6,15,19,0,0,0.0,28,5,2022
28,2,6,15,6,0,0,0.0,6,8,2022
34,2,6,15,19,0,0,0.0,12,11,2022
10,2,6,18,5,0,0,0.0,3,12,2022
35,2,6,15,19,0,0,0.0,24,12,2022
23,2,6,15,6,34248,1666,0.0,9,1,2021
26,2,6,15,6,34753,1527,1.0,27,3,2021
52,2,6,9,11,14617,428,0.0,11,12,2021
25,2,6,15,6,11314,332,0.0,12,2,2022
11,2,6,18,5,14432,350,0.0,26,2,2022
25,2,6,15,6,31147,997,0.0,22,10,2022
40,2,6,9,21,0,0,0.0,2,1,2021
6,2,6,18,6,0,0,0.0,6,2,2021
14,2,6,18,5,0,0,0.0,17,7,2021
29,2,6,15,6,0,0,0.0,30,10,2021
30,2,6,15,19,0,0,0.0,20,11,2021
1,2,6,18,6,0,0,0.0,25,12,2021
31,2,6,15,19,0,0,0.0,23,7,2022
46,2,6,9,21,0,0,0.0,12,11,2022
6,2,6,18,6,0,0,0.0,28,8,2021
12,2,6,18,5,0,0,0.0,23,10,2021
22,2,6,15,6,0,0,0.0,5,3,2022
22,2,6,15,6,0,0,0.0,11,6,2022
10,2,6,18,5,0,0,0.0,6,3,2021
43,2,6,9,21,0,0,0.0,11,9,2021
6,2,6,18,6,0,0,0.0,23,10,2021
25,2,6,15,6,0,0,0.0,20,11,2021
19,2,6,18,5,0,0,0.0,2,7,2022
23,2,6,15,6,0,0,0.0,10,9,2022
31,2,6,15,19,0,0,0.0,22,10,2022
43,2,6,9,21,0,0,0.0,29,10,2022
35,2,6,15,19,0,0,0.0,8,5,2021
15,2,6,18,5,0,0,0.0,24,7,2021
13,2,6,18,5,0,0,0.0,21,8,2021
40,2,6,9,21,0,0,0.0,9,7,2022
16,2,6,18,5,0,0,0.0,8,10,2022
18,2,6,18,5,0,0,0.0,24,12,2022
41,2,6,9,21,0,0,0.0,7,8,2021
40,2,6,9,21,0,0,0.0,6,11,2021
14,2,6,18,5,0,0,0.0,18,12,2021
9,2,6,18,6,0,0,0.0,26,11,2022
24,2,6,15,6,32631,1274,1.0,3,4,2021
3,2,6,18,6,32295,875,0.0,11,9,2021
31,2,6,15,19,26075,583,0.0,26,3,2022
28,2,6,15,6,33935,993,0.0,27,8,2022
41,2,6,9,21,29211,1001,0.0,17,12,2022
59,2,6,9,11,25469,1496,1.0,6,2,2021
59,2,6,9,11,18000,1569,0.0,15,5,2021
45,2,6,9,21,7580,686,0.0,30,10,2021
44,2,6,9,21,21500,1364,0.0,18,12,2021
43,2,6,9,21,20780,1422,0.0,5,3,2022
42,2,6,9,21,0,0,0.0,23,1,2021
20,2,6,15,6,0,0,0.0,5,6,2021
55,2,6,9,11,0,0,0.0,28,8,2021
45,2,6,9,21,0,0,0.0,2,10,2021
21,2,6,15,6,0,0,0.0,28,5,2022
17,2,6,18,5,0,0,0.0,2,7,2022
12,2,6,18,5,0,0,0.0,8,10,2022
20,2,6,15,6,0,0,0.0,24,12,2022
44,2,6,9,21,21950,1265,1.0,13,11,2021
50,2,6,9,11,28488,1592,1.0,12,11,2022
16,2,6,18,5,0,0,0.0,6,11,2021
46,2,6,9,21,0,0,0.0,22,1,2022
56,2,6,9,11,0,0,0.0,5,2,2022
8,2,6,18,6,0,0,0.0,9,4,2022
49,2,6,9,21,0,0,0.0,10,9,2022
55,2,6,9,11,0,0,0.0,12,11,2022
8,2,6,18,6,11441,395,0.0,23,1,2021
52,2,6,9,11,24543,787,1.0,28,8,2021
40,2,6,9,21,25968,823,1.0,18,9,2021
37,2,6,15,19,19771,635,0.0,9,10,2021
47,2,6,9,21,24621,689,0.0,24,9,2022
23,2,6,15,6,0,0,0.0,3,9,2022
22,2,6,15,6,29387,1348,1.0,27,3,2021
9,2,6,18,6,26851,1670,1.0,2,10,2021
0,2,6,18,6,25569,1159,0.0,15,1,2022
23,2,6,15,6,24345,1264,1.0,11,6,2022
26,2,6,15,6,27564,1195,0.0,8,10,2022
9,2,6,18,6,31363,1750,1.0,8,5,2021
41,2,6,9,21,34240,1491,1.0,24,7,2021
49,2,6,9,21,24529,1075,0.0,23,10,2021
3,2,6,18,6,21625,955,0.0,13,11,2021
50,2,6,9,11,23786,1014,0.0,20,11,2021
4,2,6,18,6,25260,991,0.0,11,12,2021
50,2,6,9,11,13398,520,0.0,29,1,2022
52,2,6,9,11,17344,768,0.0,9,4,2022
16,2,6,18,5,23249,922,0.0,16,4,2022
51,2,6,9,11,21130,573,0.0,29,10,2022
37,2,6,15,19,16778,650,0.0,2,1,2021
1,2,6,18,6,20673,902,0.0,17,4,2021
57,2,6,9,11,11246,817,0.0,8,5,2021
25,2,6,15,6,10626,808,0.0,15,5,2021
4,2,6,18,6,11226,882,0.0,14,8,2021
16,2,6,18,5,19308,1138,1.0,18,12,2021
36,2,6,15,19,11922,779,0.0,14,5,2022
9,2,6,18,6,13396,831,1.0,21,5,2022
12,2,6,18,5,12278,757,1.0,11,6,2022
55,2,6,9,11,13032,726,1.0,16,7,2022
34,2,6,15,19,1510,343,0.0,6,8,2022
17,2,6,18,5,12953,894,0.0,8,10,2022
2,2,6,18,6,19231,1148,1.0,5,11,2022
45,2,6,9,21,23775,953,0.0,13,2,2021
38,2,6,15,19,25850,1034,0.0,27,3,2021
51,2,6,9,11,26448,1234,0.0,1,5,2021
23,2,6,15,6,26128,640,0.0,29,1,2022
17,2,6,18,5,17061,447,0.0,19,3,2022
45,2,6,9,21,23611,639,0.0,14,5,2022
51,2,6,9,11,23305,523,0.0,28,5,2022
20,2,6,15,6,20817,550,0.0,11,6,2022
54,2,6,9,11,18400,577,0.0,25,6,2022
14,2,6,18,5,20131,493,0.0,13,8,2022
13,2,6,18,5,12649,661,1.0,6,3,2021
52,2,6,9,11,14176,811,1.0,27,3,2021
6,2,6,18,6,25077,1146,1.0,31,7,2021
30,2,6,15,19,29589,1406,1.0,30,10,2021
26,2,6,15,6,22323,892,1.0,14,5,2022
18,2,6,18,5,24359,1012,1.0,25,6,2022
1,2,6,18,6,0,0,0.0,16,1,2021
31,2,6,15,19,0,0,0.0,6,3,2021
46,2,6,9,21,0,0,0.0,10,4,2021
27,2,6,15,6,0,0,0.0,2,10,2021
56,2,6,9,11,0,0,0.0,29,1,2022
17,2,6,18,5,0,0,0.0,26,2,2022
7,2,6,18,6,0,0,0.0,21,5,2022
31,2,6,15,19,0,0,0.0,20,8,2022
3,2,6,18,6,0,0,0.0,15,10,2022
55,2,6,9,11,0,0,0.0,29,10,2022
51,2,6,9,11,0,0,0.0,24,12,2022
50,2,6,9,11,11612,1171,0.0,28,8,2021
54,2,6,9,11,23128,1570,1.0,11,12,2021
21,2,6,15,6,27124,1638,1.0,5,3,2022
13,2,6,18,5,28602,1428,1.0,27,8,2022
12,2,6,18,5,0,0,0.0,17,4,2021
22,2,6,15,6,0,0,0.0,1,5,2021
21,2,6,15,6,0,0,0.0,5,6,2021
34,2,6,15,19,0,0,0.0,1,1,2022
47,2,6,9,21,0,0,0.0,18,6,2022
26,2,6,15,6,23188,699,0.0,25,9,2021
32,2,6,15,19,20720,578,0.0,16,10,2021
16,2,6,18,5,28207,1046,0.0,4,12,2021
23,2,6,15,6,25076,914,0.0,29,1,2022
39,2,6,15,19,19035,690,0.0,9,7,2022
58,2,6,9,11,20214,989,0.0,31,12,2022
54,2,6,9,11,32681,1465,1.0,20,3,2021
5,2,6,18,6,38136,1643,1.0,17,4,2021
58,2,6,9,11,33325,1176,0.0,31,7,2021
13,2,6,18,5,34315,1171,1.0,23,4,2022
3,2,6,18,6,13282,408,0.0,16,7,2022
47,2,6,9,21,22155,637,0.0,8,10,2022
12,2,6,18,5,0,0,0.0,5,6,2021
20,2,6,15,6,0,0,0.0,17,7,2021
2,2,6,18,6,0,0,0.0,7,8,2021
21,2,6,15,6,0,0,0.0,25,9,2021
39,2,6,15,19,0,0,0.0,12,3,2022
28,2,6,15,6,0,0,0.0,19,3,2022
27,2,6,15,6,0,0,0.0,23,4,2022
39,2,6,15,19,0,0,0.0,27,8,2022
56,2,6,9,11,20418,860,1.0,2,1,2021
9,2,6,18,6,24569,985,1.0,5,6,2021
21,2,6,15,6,19469,704,1.0,4,9,2021
10,2,6,18,5,15535,497,0.0,25,9,2021
13,2,6,18,5,24796,963,0.0,9,10,2021
48,2,6,9,21,29294,971,1.0,8,1,2022
43,2,6,9,21,30185,954,0.0,21,5,2022
48,2,6,9,21,43257,1411,1.0,13,8,2022
27,2,6,15,6,0,0,0.0,15,5,2021
47,2,6,9,21,0,0,0.0,1,10,2022
57,2,6,9,11,0,0,0.0,31,12,2022
11,2,6,18,5,0,0,0.0,1,5,2021
38,2,6,15,19,0,0,0.0,25,9,2021
53,2,6,9,11,0,0,0.0,2,10,2021
36,2,6,15,19,0,0,0.0,9,4,2022
55,2,6,9,11,0,0,0.0,23,4,2022
5,2,6,18,6,0,0,0.0,14,5,2022
59,2,6,9,11,0,0,0.0,23,7,2022
20,2,6,15,6,0,0,0.0,6,2,2021
4,2,6,18,6,0,0,0.0,13,3,2021
38,2,6,15,19,0,0,0.0,24,4,2021
27,2,6,15,6,0,0,0.0,8,5,2021
20,2,6,15,6,0,0,0.0,5,6,2021
21,2,6,15,6,0,0,0.0,10,7,2021
8,2,6,18,6,0,0,0.0,4,12,2021
42,2,6,9,21,0,0,0.0,6,3,2021
29,2,6,15,6,0,0,0.0,24,7,2021
1,2,6,18,6,0,0,0.0,9,10,2021
17,2,6,18,5,0,0,0.0,2,4,2022
7,2,6,18,6,0,0,0.0,13,8,2022
59,2,6,9,11,0,0,0.0,8,10,2022
58,2,6,9,11,9587,539,0.0,9,1,2021
47,2,6,9,21,20492,1055,0.0,4,9,2021
31,2,6,15,19,23727,1069,0.0,2,7,2022
15,2,6,18,5,0,0,0.0,20,2,2021
19,2,6,18,5,0,0,0.0,24,9,2022
3,2,6,18,6,0,0,0.0,16,1,2021
16,2,6,18,5,0,0,0.0,14,8,2021
6,2,6,18,6,0,0,0.0,25,12,2021
20,2,6,15,6,0,0,0.0,28,5,2022
33,2,6,15,19,0,0,0.0,4,6,2022
13,2,6,18,5,0,0,0.0,20,8,2022
40,2,6,9,21,0,0,0.0,31,12,2022
16,2,6,18,5,0,0,0.0,2,10,2021
1,2,6,18,6,0,0,0.0,29,1,2022
48,2,6,9,21,0,0,0.0,27,8,2022
47,2,6,9,21,0,0,0.0,15,10,2022
47,2,6,9,21,0,0,0.0,31,12,2022
58,2,6,9,11,0,0,0.0,5,6,2021
10,2,6,18,5,0,0,0.0,31,7,2021
14,2,6,18,5,0,0,0.0,9,10,2021
7,2,6,18,6,0,0,0.0,25,12,2021
57,2,6,9,11,0,0,0.0,2,4,2022
32,2,6,15,19,0,0,0.0,16,4,2022
44,2,6,9,21,0,0,0.0,22,10,2022
5,2,6,18,6,3658,273,0.0,30,1,2021
4,2,6,18,6,14922,940,1.0,12,6,2021
45,2,6,9,21,15430,974,1.0,10,7,2021
46,2,6,9,21,27852,1557,1.0,23,10,2021
37,2,6,15,19,32212,1645,1.0,22,1,2022
53,2,6,9,11,19028,1026,1.0,14,5,2022
33,2,6,15,19,25601,1128,2.0,2,1,2021
48,2,6,9,21,18000,1056,1.0,27,3,2021
48,2,6,9,21,17322,1378,1.0,5,6,2021
43,2,6,9,21,10752,542,1.0,17,7,2021
58,2,6,9,11,12422,586,0.0,28,8,2021
32,2,6,15,19,19250,719,0.0,18,12,2021
49,2,6,9,21,32194,1306,0.0,8,1,2022
29,2,6,15,6,31867,1150,0.0,26,2,2022
50,2,6,9,11,19683,741,0.0,25,6,2022
11,2,6,18,5,48004,1284,1.0,27,8,2022
46,2,6,9,21,25909,366,0.0,15,10,2022
23,2,6,15,6,17307,1270,0.0,2,1,2021
11,2,6,18,5,22535,1547,0.0,9,1,2021
40,2,6,9,21,26331,1808,0.0,31,7,2021
41,2,6,9,21,24158,1871,1.0,23,10,2021
22,2,6,15,6,32112,1934,1.0,20,11,2021
34,2,6,15,19,30253,1772,0.0,27,11,2021
42,2,6,9,21,33903,1766,0.0,10,9,2022
35,2,6,15,19,37583,1767,0.0,24,12,2022
35,2,6,15,19,0,0,0.0,20,2,2021
8,2,6,18,6,0,0,0.0,10,7,2021
58,2,6,9,11,0,0,0.0,2,10,2021
15,2,6,18,5,0,0,0.0,23,10,2021
39,2,6,15,19,0,0,0.0,8,1,2022
47,2,6,9,21,0,0,0.0,27,8,2022
38,2,6,15,19,0,0,0.0,3,4,2021
24,2,6,15,6,0,0,0.0,4,12,2021
36,2,6,15,19,0,0,0.0,15,1,2022
26,2,6,15,6,0,0,0.0,22,1,2022
41,2,6,9,21,0,0,0.0,31,12,2022
19,2,6,18,5,0,0,0.0,13,3,2021
49,2,6,9,21,0,0,0.0,17,7,2021
3,2,6,18,6,0,0,0.0,4,9,2021
19,2,6,18,5,0,0,0.0,16,10,2021
25,2,6,15,6,0,0,0.0,16,4,2022
4,2,6,18,6,0,0,0.0,12,11,2022
18,2,6,18,5,0,0,0.0,20,2,2021
5,2,6,18,6,0,0,0.0,6,3,2021
38,2,6,15,19,0,0,0.0,31,7,2021
7,2,6,18,6,0,0,0.0,18,12,2021
3,2,6,18,6,0,0,0.0,25,12,2021
28,2,6,15,6,0,0,0.0,2,4,2022
16,2,6,18,5,0,0,0.0,16,4,2022
27,2,6,15,6,0,0,0.0,28,5,2022
25,2,6,15,6,0,0,0.0,27,8,2022
38,2,6,15,19,0,0,0.0,8,5,2021
33,2,6,15,19,0,0,0.0,5,6,2021
48,2,6,9,21,0,0,0.0,20,11,2021
24,2,6,15,6,0,0,0.0,4,12,2021
4,2,6,18,6,0,0,0.0,8,1,2022
39,2,6,15,19,0,0,0.0,15,1,2022
53,2,6,9,11,0,0,0.0,12,2,2022
20,2,6,15,6,20418,860,1.0,2,1,2021
0,2,6,18,6,20984,899,1.0,13,2,2021
20,2,6,15,6,13802,446,0.0,10,7,2021
24,2,6,15,6,23115,860,1.0,17,7,2021
17,2,6,18,5,15366,554,0.0,25,12,2021
8,2,6,18,6,29457,923,0.0,7,5,2022
52,2,6,9,11,40952,1222,1.0,8,10,2022
32,2,6,15,19,27104,1529,0.0,2,4,2022
6,2,6,18,6,25808,1440,0.0,21,5,2022
15,2,6,18,5,17041,958,0.0,16,7,2022
8,2,6,18,6,28692,1541,0.0,5,11,2022
45,2,6,9,21,28285,1432,0.0,24,12,2022
28,2,6,15,6,20658,1119,0.0,19,2,2022
56,2,6,9,11,30906,1705,1.0,25,6,2022
49,2,6,9,21,29821,1515,1.0,16,7,2022
41,2,6,9,21,23264,1267,1.0,13,8,2022
55,2,6,9,11,29714,1195,1.0,16,1,2021
43,2,6,9,21,36508,1629,1.0,1,5,2021
15,2,6,18,5,27927,1556,1.0,24,7,2021
49,2,6,9,21,20687,1299,1.0,19,3,2022
37,2,6,15,19,16287,1166,1.0,9,4,2022
56,2,6,9,11,27994,1799,1.0,10,12,2022
39,2,6,15,19,0,0,0.0,3,4,2021
8,2,6,18,6,0,0,0.0,17,7,2021
35,2,6,15,19,0,0,0.0,27,11,2021
37,2,6,15,19,0,0,0.0,22,1,2022
36,2,6,15,19,0,0,0.0,30,7,2022
56,2,6,9,11,0,0,0.0,22,5,2021
46,2,6,9,21,0,0,0.0,19,6,2021
55,2,6,9,11,0,0,0.0,18,9,2021
22,2,6,15,6,0,0,0.0,26,3,2022
2,2,6,18,6,0,0,0.0,28,5,2022
10,2,6,18,5,0,0,0.0,16,7,2022
35,2,6,15,19,0,0,0.0,10,9,2022
27,2,6,15,6,0,0,0.0,10,12,2022
55,2,6,9,11,19960,1343,1.0,15,5,2021
50,2,6,9,11,30519,1774,1.0,1,1,2022
27,2,6,15,6,35538,1738,1.0,2,4,2022
12,2,6,18,5,31825,1695,1.0,23,4,2022
18,2,6,18,5,33363,1764,1.0,14,5,2022
8,2,6,18,6,36966,2020,1.0,4,6,2022
43,2,6,9,21,39818,2145,1.0,22,10,2022
12,2,6,18,5,0,0,0.0,20,2,2021
3,2,6,18,6,0,0,0.0,10,4,2021
32,2,6,15,19,0,0,0.0,17,7,2021
24,2,6,15,6,0,0,0.0,24,7,2021
13,2,6,18,5,0,0,0.0,25,9,2021
28,2,6,15,6,0,0,0.0,2,10,2021
50,2,6,9,11,0,0,0.0,11,12,2021
28,2,6,15,6,0,0,0.0,25,12,2021
50,2,6,9,11,0,0,0.0,1,1,2022
9,2,6,18,6,0,0,0.0,8,1,2022
6,2,6,18,6,0,0,0.0,4,6,2022
11,2,6,18,5,0,0,0.0,26,11,2022
47,2,6,9,21,0,0,0.0,13,2,2021
59,2,6,9,11,0,0,0.0,28,5,2022
5,2,6,18,6,0,0,0.0,30,7,2022
42,2,6,9,21,0,0,0.0,27,8,2022
10,2,6,18,5,0,0,0.0,2,1,2021
21,2,6,15,6,0,0,0.0,16,1,2021
12,2,6,18,5,0,0,0.0,3,4,2021
26,2,6,15,6,0,0,0.0,19,6,2021
56,2,6,9,11,0,0,0.0,23,10,2021
59,2,6,9,11,0,0,0.0,11,12,2021
40,2,6,9,21,0,0,0.0,29,1,2022
32,2,6,15,19,0,0,0.0,26,3,2022
28,2,6,15,6,0,0,0.0,20,8,2022
58,2,6,9,11,0,0,0.0,26,11,2022
52,2,6,9,11,15216,641,0.0,9,1,2021
27,2,6,15,6,8083,423,0.0,6,2,2021
26,2,6,15,6,19384,1123,1.0,22,1,2022
54,2,6,9,11,12592,680,0.0,2,7,2022
37,2,6,15,19,18941,856,0.0,22,10,2022
33,2,6,15,19,25669,760,0.0,27,2,2021
51,2,6,9,11,23736,699,0.0,15,5,2021
11,2,6,18,5,24285,741,1.0,22,5,2021
3,2,6,18,6,31908,1164,1.0,24,7,2021
25,2,6,15,6,36824,1322,1.0,30,7,2022
28,2,6,15,6,37029,1122,1.0,5,11,2022
38,2,6,15,19,0,0,0.0,27,2,2021
37,2,6,15,19,0,0,0.0,13,3,2021
17,2,6,18,5,0,0,0.0,12,6,2021
7,2,6,18,6,0,0,0.0,27,11,2021
10,2,6,18,5,14762,838,1.0,27,2,2021
5,2,6,18,6,11873,1155,1.0,2,10,2021
22,2,6,15,6,15414,1218,1.0,13,11,2021
22,2,6,15,6,18789,1155,1.0,30,4,2022
34,2,6,15,19,0,0,0.0,9,1,2021
18,2,6,18,5,0,0,0.0,29,1,2022
23,2,6,15,6,0,0,0.0,7,5,2022
18,2,6,18,5,0,0,0.0,4,6,2022
50,2,6,9,11,0,0,0.0,2,7,2022
34,2,6,15,19,0,0,0.0,30,7,2022
14,2,6,18,5,0,0,0.0,26,11,2022
10,2,6,18,5,14520,731,0.0,17,4,2021
35,2,6,15,19,21392,1214,0.0,1,5,2021
5,2,6,18,6,19058,1041,0.0,15,5,2021
43,2,6,9,21,18896,1062,0.0,24,7,2021
43,2,6,9,21,12932,814,0.0,7,8,2021
21,2,6,15,6,23106,1079,1.0,15,1,2022
15,2,6,18,5,34097,1400,0.0,28,5,2022
59,2,6,9,11,15687,1098,0.0,26,11,2022
45,2,6,9,21,29387,1348,1.0,27,3,2021
58,2,6,9,11,39108,1748,1.0,24,4,2021
10,2,6,18,5,33561,1668,1.0,3,7,2021
51,2,6,9,11,25655,1423,0.0,13,11,2021
36,2,6,15,19,26275,1355,1.0,20,11,2021
49,2,6,9,21,35326,1397,0.0,17,9,2022
41,2,6,9,21,27556,1152,0.0,24,9,2022
15,2,6,18,5,0,0,0.0,20,11,2021
15,2,6,18,5,0,0,0.0,19,2,2022
44,2,6,9,21,0,0,0.0,26,3,2022
11,2,6,18,5,0,0,0.0,16,4,2022
27,2,6,15,6,14598,633,0.0,12,6,2021
37,2,6,15,19,19948,887,0.0,21,8,2021
10,2,6,18,5,29333,1081,0.0,4,6,2022
36,2,6,15,19,33601,1591,1.0,6,2,2021
43,2,6,9,21,32398,1574,1.0,5,6,2021
32,2,6,15,19,26799,1254,1.0,26,6,2021
26,2,6,15,6,26602,1180,1.0,10,7,2021
6,2,6,18,6,24232,1049,0.0,14,8,2021
28,2,6,15,6,18460,813,0.0,25,9,2021
53,2,6,9,11,29851,1263,1.0,9,4,2022
39,2,6,15,19,29612,1243,1.0,30,4,2022
14,2,6,18,5,17719,620,1.0,25,6,2022
31,2,6,15,19,33893,1278,1.0,22,10,2022
22,2,6,15,6,32091,1495,1.0,19,6,2021
34,2,6,15,19,34052,1549,0.0,18,9,2021
46,2,6,9,21,43405,1792,1.0,15,1,2022
11,2,6,18,5,35036,1532,0.0,11,6,2022
40,2,6,9,21,43173,1612,0.0,31,12,2022
46,2,6,9,21,27752,1562,1.0,30,1,2021
27,2,6,15,6,24153,1412,1.0,13,3,2021
33,2,6,15,19,29960,1619,1.0,27,3,2021
55,2,6,9,11,18880,1135,0.0,14,8,2021
17,2,6,18,5,27585,1367,1.0,20,11,2021
50,2,6,9,11,39200,2041,1.0,22,1,2022
47,2,6,9,21,34938,1706,1.0,5,2,2022
1,2,6,18,6,38029,1775,1.0,26,3,2022
31,2,6,15,19,33648,1626,1.0,16,4,2022
56,2,6,9,11,32043,1418,1.0,28,5,2022
13,2,6,18,5,23434,1377,1.0,6,2,2021
33,2,6,15,19,22035,1611,1.0,3,7,2021
14,2,6,18,5,25660,1337,0.0,28,8,2021
19,2,6,18,5,11091,491,0.0,26,2,2022
36,2,6,15,19,19903,1103,1.0,11,6,2022
51,2,6,9,11,0,0,0.0,9,1,2021
45,2,6,9,21,0,0,0.0,12,6,2021
44,2,6,9,21,0,0,0.0,7,8,2021
51,2,6,9,11,0,0,0.0,16,4,2022
11,2,6,18,5,0,0,0.0,23,4,2022
16,2,6,18,5,0,0,0.0,4,6,2022
12,2,6,18,5,0,0,0.0,10,9,2022
33,2,6,15,19,17240,810,1.0,2,1,2021
22,2,6,15,6,14017,771,0.0,16,1,2021
53,2,6,9,11,19108,993,1.0,30,1,2021
39,2,6,15,19,12539,879,0.0,12,6,2021
42,2,6,9,21,26779,1452,0.0,28,8,2021
5,2,6,18,6,30836,1762,1.0,23,10,2021
53,2,6,9,11,33535,1538,0.0,10,12,2022
35,2,6,15,19,31664,1330,1.0,1,1,2022
18,2,6,18,5,22138,940,0.0,12,2,2022
51,2,6,9,11,22502,997,1.0,13,8,2022
16,2,6,18,5,24416,1096,1.0,20,8,2022
27,2,6,15,6,12265,922,1.0,16,1,2021
59,2,6,9,11,11944,1010,0.0,3,4,2021
7,2,6,18,6,34796,2032,1.0,17,12,2022
45,2,6,9,21,12399,1101,1.0,20,3,2021
59,2,6,9,11,19337,1394,1.0,12,6,2021
39,2,6,15,19,14383,1326,1.0,3,7,2021
56,2,6,9,11,0,0,0.0,10,4,2021
35,2,6,15,19,0,0,0.0,1,5,2021
3,2,6,18,6,0,0,0.0,8,5,2021
11,2,6,18,5,0,0,0.0,28,8,2021
17,2,6,18,5,0,0,0.0,4,9,2021
10,2,6,18,5,0,0,0.0,18,9,2021
39,2,6,15,19,0,0,0.0,6,11,2021
36,2,6,15,19,0,0,0.0,12,3,2022
9,2,6,18,6,0,0,0.0,6,8,2022
12,2,6,18,5,0,0,0.0,3,9,2022
40,2,6,9,21,0,0,0.0,26,11,2022
34,2,6,15,19,0,0,0.0,20,3,2021
20,2,6,15,6,0,0,0.0,14,8,2021
31,2,6,15,19,0,0,0.0,11,12,2021
46,2,6,9,21,0,0,0.0,9,4,2022
14,2,6,18,5,0,0,0.0,23,4,2022
46,2,6,9,21,28189,1278,1.0,17,4,2021
2,2,6,18,6,23837,1311,2.0,19,6,2021
57,2,6,9,11,23697,1512,1.0,20,11,2021
42,2,6,9,21,13525,1047,1.0,25,12,2021
13,2,6,18,5,18610,1260,1.0,6,8,2022
18,2,6,18,5,8280,625,0.0,20,3,2021
23,2,6,15,6,13863,818,0.0,3,9,2022
18,2,6,18,5,19998,1036,0.0,5,11,2022
31,2,6,15,19,20729,1038,0.0,19,11,2022
33,2,6,15,19,18239,917,0.0,26,11,2022
28,2,6,15,6,0,0,0.0,8,5,2021
45,2,6,9,21,0,0,0.0,14,8,2021
55,2,6,9,11,0,0,0.0,2,10,2021
57,2,6,9,11,0,0,0.0,23,10,2021
54,2,6,9,11,0,0,0.0,6,11,2021
31,2,6,15,19,0,0,0.0,5,2,2022
39,2,6,15,19,0,0,0.0,26,2,2022
5,2,6,18,6,0,0,0.0,2,4,2022
26,2,6,15,6,0,0,0.0,28,5,2022
50,2,6,9,11,0,0,0.0,6,8,2022
40,2,6,9,21,0,0,0.0,24,9,2022
33,2,6,15,19,13087,872,1.0,16,1,2021
7,2,6,18,6,17499,1150,1.0,20,3,2021
38,2,6,15,19,28973,1693,1.0,21,8,2021
46,2,6,9,21,20542,1219,1.0,12,2,2022
51,2,6,9,11,24994,1401,1.0,30,4,2022
42,2,6,9,21,24299,1369,1.0,16,7,2022
44,2,6,9,21,18552,1259,0.0,24,12,2022
15,2,6,18,5,0,0,0.0,18,9,2021
