SKU_ID,Date,Manufacturer,Sector,Category,Segment,Brand,Revenue($),Units_sold,Page_traffic,Online_Clicks,Online_Cost,Online_Impressions,num_unique_campaigns
SKU1057,2021-12-18,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Tom's of Maine,21228,1306,4275.0,0,0,0,
SKU1015,2022-02-26,Synergix solutions ,Oral Care,Toothpaste,Whitening Toothpaste,Colgate,16957,1105,4189.0,0,0,0,
SKU1028,2022-04-30,Synergix solutions ,Oral Care,Toothpaste,Whitening Toothpaste,Close-up,24651,1483,4601.0,0,0,0,
SKU1033,2022-06-11,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Colgate,32028,1853,5638.0,0,0,0,
SKU1067,2022-11-19,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Himalaya Herbals,38978,1824,5414.0,0,0,0,
SKU1042,2022-12-03,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Sensodyne,33426,1920,6098.0,0,0,0,
SKU1045,2021-01-02,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Sensodyne,12873,620,94.0,0,0,0,
SKU1038,2021-03-13,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Colgate,10152,564,535.0,0,0,0,
SKU1039,2021-06-26,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Colgate,17564,1033,752.0,0,0,0,
SKU1053,2021-08-14,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Tom's of Maine,22720,1336,1583.0,0,0,0,
SKU1042,2021-09-04,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Sensodyne,24876,1457,1757.0,0,0,0,
SKU1055,2022-03-26,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Tom's of Maine,27316,1427,3047.0,0,0,0,
SKU1043,2022-06-04,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Sensodyne,31058,1601,2294.0,0,0,0,
SKU1048,2021-06-05,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Sensodyne,0,0,0.0,0,0,0,
SKU1029,2021-08-21,Synergix solutions ,Oral Care,Toothpaste,Whitening Toothpaste,Close-up,0,0,0.0,0,0,0,
SKU1025,2021-10-23,Synergix solutions ,Oral Care,Toothpaste,Whitening Toothpaste,Close-up,0,0,0.0,0,0,0,
SKU1017,2022-03-19,Synergix solutions ,Oral Care,Toothpaste,Whitening Toothpaste,Colgate,0,0,0.0,0,0,0,
SKU1050,2022-05-14,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Sensodyne,0,0,0.0,0,0,0,
SKU1059,2022-10-01,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Tom's of Maine,0,0,0.0,0,0,0,
SKU1056,2022-10-15,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Tom's of Maine,0,0,0.0,0,0,0,
SKU1017,2022-11-05,Synergix solutions ,Oral Care,Toothpaste,Whitening Toothpaste,Colgate,0,0,0.0,0,0,0,
SKU1070,2022-11-26,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Himalaya Herbals,0,0,0.0,0,0,0,
SKU1064,2021-01-09,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Himalaya Herbals,0,0,0.0,0,0,0,
SKU1066,2021-02-06,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Himalaya Herbals,0,0,0.0,0,0,0,
SKU1054,2021-08-14,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Tom's of Maine,0,0,0.0,0,0,0,
SKU1051,2021-10-23,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Tom's of Maine,0,0,0.0,0,0,0,
SKU1049,2022-02-26,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Sensodyne,0,0,0.0,0,0,0,
SKU1036,2022-03-19,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Colgate,0,0,0.0,0,0,0,
SKU1049,2022-03-26,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Sensodyne,0,0,0.0,0,0,0,
SKU1048,2022-05-28,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Sensodyne,0,0,0.0,0,0,0,
SKU1039,2022-08-06,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Colgate,0,0,0.0,0,0,0,
SKU1045,2022-11-12,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Sensodyne,0,0,0.0,0,0,0,
SKU1021,2022-12-03,Synergix solutions ,Oral Care,Toothpaste,Whitening Toothpaste,Close-up,0,0,0.0,0,0,0,
SKU1046,2022-12-24,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Sensodyne,0,0,0.0,0,0,0,
SKU1034,2021-01-09,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Colgate,34248,1666,1439.0,0,0,0,
SKU1037,2021-03-27,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Colgate,34753,1527,3575.0,0,0,0,
SKU1063,2021-12-11,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Himalaya Herbals,14617,428,769.0,0,0,0,
SKU1036,2022-02-12,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Colgate,11314,332,720.3156881,414.0,984.3608117766449,68826.0,2.0
SKU1022,2022-02-26,Synergix solutions ,Oral Care,Toothpaste,Whitening Toothpaste,Close-up,14432,350,738.8410569,0,0,0,
SKU1036,2022-10-22,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Colgate,31147,997,2470.0,0,0,0,
SKU1051,2021-01-02,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Tom's of Maine,0,0,3116.0,0,0,0,
SKU1017,2021-02-06,Synergix solutions ,Oral Care,Toothpaste,Whitening Toothpaste,Colgate,0,0,2650.0,0,0,0,
SKU1025,2021-07-17,Synergix solutions ,Oral Care,Toothpaste,Whitening Toothpaste,Close-up,0,0,0.0,0,0,0,
SKU1040,2021-10-30,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Colgate,0,0,0.0,0,0,0,
SKU1041,2021-11-20,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Sensodyne,0,0,0.0,0,0,0,
SKU1012,2021-12-25,Synergix solutions ,Oral Care,Toothpaste,Whitening Toothpaste,Colgate,0,0,0.0,0,0,0,
SKU1042,2022-07-23,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Sensodyne,0,0,0.0,0,0,0,
SKU1057,2022-11-12,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Tom's of Maine,0,0,0.0,0,0,0,
SKU1017,2021-08-28,Synergix solutions ,Oral Care,Toothpaste,Whitening Toothpaste,Colgate,0,0,0.0,0,0,0,
SKU1023,2021-10-23,Synergix solutions ,Oral Care,Toothpaste,Whitening Toothpaste,Close-up,0,0,0.0,0,0,0,
SKU1033,2022-03-05,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Colgate,0,0,0.0,0,0,0,
SKU1033,2022-06-11,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Colgate,0,0,0.0,0,0,0,
SKU1021,2021-03-06,Synergix solutions ,Oral Care,Toothpaste,Whitening Toothpaste,Close-up,0,0,0.0,0,0,0,
SKU1054,2021-09-11,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Tom's of Maine,0,0,0.0,0,0,0,
SKU1017,2021-10-23,Synergix solutions ,Oral Care,Toothpaste,Whitening Toothpaste,Colgate,0,0,0.0,0,0,0,
SKU1036,2021-11-20,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Colgate,0,0,0.0,0,0,0,
SKU1030,2022-07-02,Synergix solutions ,Oral Care,Toothpaste,Whitening Toothpaste,Close-up,0,0,0.0,0,0,0,
SKU1034,2022-09-10,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Colgate,0,0,0.0,0,0,0,
SKU1042,2022-10-22,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Sensodyne,0,0,0.0,0,0,0,
SKU1054,2022-10-29,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Tom's of Maine,0,0,0.0,0,0,0,
SKU1046,2021-05-08,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Sensodyne,0,0,0.0,0,0,0,
SKU1026,2021-07-24,Synergix solutions ,Oral Care,Toothpaste,Whitening Toothpaste,Close-up,0,0,0.0,0,0,0,
SKU1024,2021-08-21,Synergix solutions ,Oral Care,Toothpaste,Whitening Toothpaste,Close-up,0,0,0.0,730.0,1736.315317297113,128915.0,2.0
SKU1051,2022-07-09,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Tom's of Maine,0,0,0.0,0,0,0,
SKU1027,2022-10-08,Synergix solutions ,Oral Care,Toothpaste,Whitening Toothpaste,Close-up,0,0,0.0,0,0,0,
SKU1029,2022-12-24,Synergix solutions ,Oral Care,Toothpaste,Whitening Toothpaste,Close-up,0,0,0.0,0,0,0,
SKU1052,2021-08-07,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Tom's of Maine,0,0,0.0,0,0,0,
SKU1051,2021-11-06,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Tom's of Maine,0,0,0.0,0,0,0,
SKU1025,2021-12-18,Synergix solutions ,Oral Care,Toothpaste,Whitening Toothpaste,Close-up,0,0,0.0,772.0,2921.140170841493,121549.0,2.0
SKU1020,2022-11-26,Synergix solutions ,Oral Care,Toothpaste,Whitening Toothpaste,Colgate,0,0,1447.0,0,0,0,
SKU1035,2021-04-03,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Colgate,32631,1274,4172.0,0,0,0,
SKU1014,2021-09-11,Synergix solutions ,Oral Care,Toothpaste,Whitening Toothpaste,Colgate,32295,875,2253.0,0,0,0,
SKU1042,2022-03-26,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Sensodyne,26075,583,1599.0,0,0,0,
SKU1039,2022-08-27,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Colgate,33935,993,3513.0,0,0,0,
SKU1052,2022-12-17,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Tom's of Maine,29211,1001,2491.0,0,0,0,
SKU1070,2021-02-06,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Himalaya Herbals,25469,1496,4134.0,0,0,0,
SKU1070,2021-05-15,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Himalaya Herbals,18000,1569,2808.0,0,0,0,
SKU1056,2021-10-30,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Tom's of Maine,7580,686,2071.0,0,0,0,
SKU1055,2021-12-18,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Tom's of Maine,21500,1364,2528.0,0,0,0,
SKU1054,2022-03-05,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Tom's of Maine,20780,1422,3513.0,0,0,0,
SKU1053,2021-01-23,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Tom's of Maine,0,0,0.0,0,0,0,
SKU1031,2021-06-05,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Colgate,0,0,0.0,0,0,0,
SKU1066,2021-08-28,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Himalaya Herbals,0,0,33.0,0,0,0,
SKU1056,2021-10-02,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Tom's of Maine,0,0,0.0,537.0,1808.688121964414,61881.0,2.0
SKU1032,2022-05-28,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Colgate,0,0,0.0,0,0,0,
SKU1028,2022-07-02,Synergix solutions ,Oral Care,Toothpaste,Whitening Toothpaste,Close-up,0,0,0.0,0,0,0,
SKU1023,2022-10-08,Synergix solutions ,Oral Care,Toothpaste,Whitening Toothpaste,Close-up,0,0,0.0,0,0,0,
SKU1031,2022-12-24,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Colgate,0,0,0.0,0,0,0,
SKU1055,2021-11-13,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Tom's of Maine,21950,1265,5497.0,0,0,0,
SKU1061,2022-11-12,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Himalaya Herbals,28488,1592,5892.0,0,0,0,
SKU1027,2021-11-06,Synergix solutions ,Oral Care,Toothpaste,Whitening Toothpaste,Close-up,0,0,0.0,0,0,0,
SKU1057,2022-01-22,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Tom's of Maine,0,0,0.0,0,0,0,
SKU1067,2022-02-05,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Himalaya Herbals,0,0,0.0,0,0,0,
SKU1019,2022-04-09,Synergix solutions ,Oral Care,Toothpaste,Whitening Toothpaste,Colgate,0,0,0.0,0,0,0,
SKU1060,2022-09-10,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Tom's of Maine,0,0,0.0,0,0,0,
SKU1066,2022-11-12,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Himalaya Herbals,0,0,0.0,765.0,5051.211247060375,230101.0,2.0
SKU1019,2021-01-23,Synergix solutions ,Oral Care,Toothpaste,Whitening Toothpaste,Colgate,11441,395,1939.0,0,0,0,
SKU1063,2021-08-28,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Himalaya Herbals,24543,787,4300.0,0,0,0,
SKU1051,2021-09-18,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Tom's of Maine,25968,823,4028.0,0,0,0,
SKU1048,2021-10-09,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Sensodyne,19771,635,2623.0,0,0,0,
SKU1058,2022-09-24,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Tom's of Maine,24621,689,1988.0,0,0,0,
SKU1034,2022-09-03,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Colgate,0,0,0.0,0,0,0,
SKU1033,2021-03-27,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Colgate,29387,1348,4937.0,0,0,0,
SKU1020,2021-10-02,Synergix solutions ,Oral Care,Toothpaste,Whitening Toothpaste,Colgate,26851,1670,3737.0,0,0,0,
SKU1011,2022-01-15,Synergix solutions ,Oral Care,Toothpaste,Whitening Toothpaste,Colgate,25569,1159,3260.0,0,0,0,
SKU1034,2022-06-11,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Colgate,24345,1264,4621.0,0,0,0,
SKU1037,2022-10-08,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Colgate,27564,1195,3541.0,0,0,0,
SKU1020,2021-05-08,Synergix solutions ,Oral Care,Toothpaste,Whitening Toothpaste,Colgate,31363,1750,3638.0,0,0,0,
SKU1052,2021-07-24,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Tom's of Maine,34240,1491,4732.0,0,0,0,
SKU1060,2021-10-23,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Tom's of Maine,24529,1075,2587.0,0,0,0,
SKU1014,2021-11-13,Synergix solutions ,Oral Care,Toothpaste,Whitening Toothpaste,Colgate,21625,955,1299.0,0,0,0,
SKU1061,2021-11-20,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Himalaya Herbals,23786,1014,2137.0,0,0,0,
SKU1015,2021-12-11,Synergix solutions ,Oral Care,Toothpaste,Whitening Toothpaste,Colgate,25260,991,1109.0,0,0,0,
SKU1061,2022-01-29,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Himalaya Herbals,13398,520,1047.961486,0,0,0,
SKU1063,2022-04-09,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Himalaya Herbals,17344,768,1064.0,0,0,0,
SKU1027,2022-04-16,Synergix solutions ,Oral Care,Toothpaste,Whitening Toothpaste,Close-up,23249,922,1916.0,0,0,0,
SKU1062,2022-10-29,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Himalaya Herbals,21130,573,1482.0,0,0,0,
SKU1048,2021-01-02,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Sensodyne,16778,650,985.0,0,0,0,
SKU1012,2021-04-17,Synergix solutions ,Oral Care,Toothpaste,Whitening Toothpaste,Colgate,20673,902,2055.0,0,0,0,
SKU1068,2021-05-08,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Himalaya Herbals,11246,817,2478.0,0,0,0,
SKU1036,2021-05-15,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Colgate,10626,808,2133.0,0,0,0,
SKU1015,2021-08-14,Synergix solutions ,Oral Care,Toothpaste,Whitening Toothpaste,Colgate,11226,882,3009.0,0,0,0,
SKU1027,2021-12-18,Synergix solutions ,Oral Care,Toothpaste,Whitening Toothpaste,Close-up,19308,1138,3809.0,0,0,0,
SKU1047,2022-05-14,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Sensodyne,11922,779,3488.0,0,0,0,
SKU1020,2022-05-21,Synergix solutions ,Oral Care,Toothpaste,Whitening Toothpaste,Colgate,13396,831,3927.0,0,0,0,
SKU1023,2022-06-11,Synergix solutions ,Oral Care,Toothpaste,Whitening Toothpaste,Close-up,12278,757,4179.0,0,0,0,
SKU1066,2022-07-16,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Himalaya Herbals,13032,726,3590.0,0,0,0,
SKU1045,2022-08-06,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Sensodyne,1510,343,2428.0,0,0,0,
SKU1028,2022-10-08,Synergix solutions ,Oral Care,Toothpaste,Whitening Toothpaste,Close-up,12953,894,3092.0,0,0,0,
SKU1013,2022-11-05,Synergix solutions ,Oral Care,Toothpaste,Whitening Toothpaste,Colgate,19231,1148,4804.0,0,0,0,
SKU1056,2021-02-13,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Tom's of Maine,23775,953,45.0,408.0,1007.412682893896,228008.0,2.0
SKU1049,2021-03-27,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Sensodyne,25850,1034,448.0,0,0,0,
SKU1062,2021-05-01,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Himalaya Herbals,26448,1234,1000.0,0,0,0,
SKU1034,2022-01-29,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Colgate,26128,640,1374.351635,0,0,0,
SKU1028,2022-03-19,Synergix solutions ,Oral Care,Toothpaste,Whitening Toothpaste,Close-up,17061,447,928.0310119,0,0,0,
SKU1056,2022-05-14,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Tom's of Maine,23611,639,1305.944962,0,0,0,
SKU1062,2022-05-28,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Himalaya Herbals,23305,523,1138.229789,0,0,0,
SKU1031,2022-06-11,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Colgate,20817,550,1186.51631,0,0,0,
SKU1065,2022-06-25,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Himalaya Herbals,18400,577,1195.414812,0,0,0,
SKU1025,2022-08-13,Synergix solutions ,Oral Care,Toothpaste,Whitening Toothpaste,Close-up,20131,493,1003.589491,507.0,1952.346641559747,130595.0,2.0
SKU1024,2021-03-06,Synergix solutions ,Oral Care,Toothpaste,Whitening Toothpaste,Close-up,12649,661,5075.0,0,0,0,
SKU1063,2021-03-27,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Himalaya Herbals,14176,811,4897.0,0,0,0,
SKU1017,2021-07-31,Synergix solutions ,Oral Care,Toothpaste,Whitening Toothpaste,Colgate,25077,1146,5023.0,0,0,0,
SKU1041,2021-10-30,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Sensodyne,29589,1406,5092.0,0,0,0,
SKU1037,2022-05-14,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Colgate,22323,892,4666.0,0,0,0,
SKU1029,2022-06-25,Synergix solutions ,Oral Care,Toothpaste,Whitening Toothpaste,Close-up,24359,1012,4923.0,0,0,0,
SKU1012,2021-01-16,Synergix solutions ,Oral Care,Toothpaste,Whitening Toothpaste,Colgate,0,0,0.0,0,0,0,
SKU1042,2021-03-06,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Sensodyne,0,0,0.0,0,0,0,
SKU1057,2021-04-10,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Tom's of Maine,0,0,0.0,0,0,0,
SKU1038,2021-10-02,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Colgate,0,0,0.0,0,0,0,
SKU1067,2022-01-29,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Himalaya Herbals,0,0,0.0,0,0,0,
SKU1028,2022-02-26,Synergix solutions ,Oral Care,Toothpaste,Whitening Toothpaste,Close-up,0,0,0.0,0,0,0,
SKU1018,2022-05-21,Synergix solutions ,Oral Care,Toothpaste,Whitening Toothpaste,Colgate,0,0,0.0,0,0,0,
SKU1042,2022-08-20,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Sensodyne,0,0,0.0,0,0,0,
SKU1014,2022-10-15,Synergix solutions ,Oral Care,Toothpaste,Whitening Toothpaste,Colgate,0,0,0.0,844.0,3184.559796086606,168807.0,4.0
SKU1066,2022-10-29,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Himalaya Herbals,0,0,0.0,0,0,0,
SKU1062,2022-12-24,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Himalaya Herbals,0,0,0.0,0,0,0,
SKU1061,2021-08-28,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Himalaya Herbals,11612,1171,1933.0,0,0,0,
SKU1065,2021-12-11,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Himalaya Herbals,23128,1570,5387.0,0,0,0,
SKU1032,2022-03-05,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Colgate,27124,1638,4775.0,0,0,0,
SKU1024,2022-08-27,Synergix solutions ,Oral Care,Toothpaste,Whitening Toothpaste,Close-up,28602,1428,4678.0,530.0,2165.457100198674,117453.0,2.0
SKU1023,2021-04-17,Synergix solutions ,Oral Care,Toothpaste,Whitening Toothpaste,Close-up,0,0,0.0,0,0,0,
SKU1033,2021-05-01,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Colgate,0,0,0.0,0,0,0,
SKU1032,2021-06-05,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Colgate,0,0,0.0,0,0,0,
SKU1045,2022-01-01,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Sensodyne,0,0,0.0,0,0,0,
SKU1058,2022-06-18,Synergix solutions ,Oral Care,Toothpaste,Fluoride-Free Toothpaste,Tom's of Maine,0,0,0.0,0,0,0,
SKU1037,2021-09-25,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Colgate,23188,699,2474.0,0,0,0,
SKU1043,2021-10-16,Synergix solutions ,Oral Care,Toothpaste,Sensitivity Toothpaste,Sensodyne,20720,578,1994.0,0,0,0,
SKU1027,2021-12-04,Synergix solutions ,Oral Care,Toothpaste,Whitening Toothpaste,Close-up,28207,1046,2611.0,0,0,0,
