SKU_ID,Date,Page_traffic,Revenue($),Unit_price,Units_sold,Segment,1_Star_Rating,2_Star_Rating,3_Star_Rating,4_Star_Rating,5_Star_Rating,Image_Count,Bullet_Count,Title_Count,Description_Length,num_unique_Search_Terms,Organic Search Rank,Num_of_Promotions,Sum of Spend,Online_Clicks,Online_Cost,Online_Impressions,num_unique_campaigns,Clicks_video,Cost_video,Impressions_video,num_unique_campaigns_offline,Units_sold>1000
SKU173,2021-05-22,3531.0,7282,10.59970887918486,687,Skincare,15.0,0.0,0.0,0.0,0.0,8.0,5.0,91.0,54.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SKU119,2021-10-30,1865.0,24354,19.5929203539823,1243,Skincare,56.0,39.0,125.0,283.0,1977.0,11.0,6.0,70.0,148.0,4.0,38.0,0.0,0.0,796.0,4312.447997323679,126800.0,2.0,6375.0,77040.81,7539723.0,2.0,1
SKU157,2021-04-24,3536.0,13578,22.0780487804878,615,Skincare,27.0,16.0,49.0,154.0,1052.0,9.0,6.0,84.0,63.0,9.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SKU821,2022-02-12,6021.0,36385,21.70942720763723,1676,Makeup,51.0,54.0,144.0,313.0,2066.0,12.0,6.0,86.0,65.0,8.0,9.0,0.0,0.0,1305.0,3312.343946542841,155167.0,2.0,5379.0,61559.15,6156021.0,2.0,1
SKU1514,2021-10-09,3245.0,28368,20.21952957947256,1403,Makeup,30.0,24.0,64.0,115.0,653.0,0.0,6.0,82.0,105.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,9522.0,102695.19,8531176.0,6.0,1
SKU957,2021-01-30,2048.0,15488,12.63295269168026,1226,Skincare,0.0,0.0,0.0,0.0,0.0,10.0,6.0,89.0,68.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SKU822,2022-01-08,4709.0,31377,26.10399334442596,1202,Skincare,29.0,25.0,59.0,77.0,0.0,0.0,8.0,173.0,158.0,0.0,31.0,0.0,0.0,1579.0,4107.93897695766,229271.0,2.0,4330.0,56344.76,5344861.0,2.0,1
SKU1011,2021-01-30,3789.0,6188,7.063926940639269,876,Makeup,38.0,30.0,64.0,132.0,882.0,5.0,5.0,91.0,59.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SKU1930,2022-09-24,1828.0,26452,36.78998609179416,719,Makeup,67.0,40.0,173.0,273.0,1677.0,7.0,8.0,125.0,221.0,3.0,11.0,0.0,0.0,427.0,1180.807399212199,56436.0,2.0,0.0,0.0,0.0,0.0,0
SKU1533,2021-02-27,2898.0,23019,30.09019607843137,765,Makeup,43.0,23.0,45.0,100.0,523.0,7.0,5.0,85.0,123.0,4.0,23.0,0.0,0.0,1471.0,2977.053530592123,470687.0,2.0,0.0,0.0,0.0,0.0,0
SKU257,2022-06-04,237.0,0,21.28395061728395,0,Hair Care,114.0,92.0,243.0,462.0,3057.0,9.0,7.0,153.0,186.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SKU735,2022-03-26,3298.0,15954,13.38422818791946,1192,Makeup,89.0,63.0,158.0,227.0,936.0,8.0,8.0,127.0,221.0,3.0,28.0,1.0,523.9032880980344,0.0,0.0,0.0,0.0,6024.0,77040.81,7539723.0,2.0,1
SKU440,2021-12-04,3124.0,23856,23.36532810969637,1021,Skincare,0.0,0.0,0.0,0.0,0.0,0.0,8.0,165.0,158.0,0.0,11.0,0.0,0.0,1216.0,4954.049763629276,153376.0,2.0,4330.0,56344.76,5344861.0,4.0,1
SKU964,2021-08-07,3485.0,28031,21.59553158705701,1298,Makeup,0.0,11.0,20.0,74.0,421.0,0.0,6.0,79.0,99.0,0.0,17.0,0.0,0.0,776.0,2641.584510525597,145484.0,2.0,5812.0,70287.25,7108033.0,2.0,1
SKU271,2021-05-01,1887.0,14660,23.4185303514377,626,Makeup,23.0,18.0,70.0,136.0,1133.0,10.0,8.0,126.0,221.0,6.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SKU786,2021-08-21,3271.0,28039,35.99358151476252,779,Makeup,19.0,10.0,39.0,79.0,504.0,16.0,7.0,137.0,123.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,6375.0,77040.81,7539723.0,2.0,0
SKU562,2021-09-11,3247.0,28065,21.24526873580621,1321,Skincare,53.0,30.0,94.0,227.0,1794.0,0.0,6.0,77.0,99.0,7.0,7.0,0.0,0.0,878.0,3159.276573243097,142434.0,2.0,10579.0,111171.56,9223813.0,4.0,1
SKU204,2022-04-09,912.0,15182,11.80559875583204,1286,Skincare,97.0,71.0,199.0,359.0,2548.0,10.0,7.0,151.0,186.0,4.0,32.0,1.0,936.2337657385448,0.0,0.0,0.0,0.0,3479.0,40244.28,3856872.0,2.0,1
SKU844,2022-12-17,3123.0,44826,33.15532544378699,1352,Makeup,66.0,38.0,69.0,75.0,202.0,9.0,8.0,126.0,221.0,0.0,3.0,0.0,0.0,632.0,2998.503111548958,87438.0,2.0,0.0,0.0,0.0,0.0,1
SKU1407,2021-02-06,5026.0,19453,15.40221694378464,1263,Skincare,31.0,15.0,79.0,133.0,1078.0,7.0,7.0,84.0,62.0,5.0,23.0,0.0,0.0,1789.0,3235.065154707164,369490.0,2.0,0.0,0.0,0.0,0.0,1
SKU1252,2022-07-09,2426.0,21468,19.15075825156111,1121,Makeup,122.0,74.0,219.0,489.0,3399.0,14.0,6.0,92.0,196.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SKU1506,2021-01-02,4996.0,35635,25.07741027445461,1421,Makeup,20.0,0.0,0.0,0.0,0.0,8.0,8.0,126.0,221.0,5.0,53.0,0.0,0.0,636.0,1341.374942802558,113319.0,2.0,0.0,0.0,0.0,0.0,1
SKU1024,2022-07-02,4170.0,20049,13.49192462987887,1486,Skincare,83.0,48.0,167.0,356.0,2526.0,0.0,8.0,163.0,158.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SKU772,2022-08-13,2265.0,16585,16.03965183752418,1034,Skincare,62.0,55.0,165.0,285.0,1775.0,12.0,5.0,83.0,60.0,7.0,23.0,0.0,0.0,801.0,3136.884776356701,118284.0,4.0,0.0,0.0,0.0,0.0,1
SKU143,2022-11-05,5626.0,14345,12.06476030277544,1189,Makeup,102.0,60.0,154.0,217.0,997.0,0.0,8.0,167.0,57.0,4.0,28.0,0.0,0.0,463.0,991.1830835834312,97833.0,2.0,0.0,0.0,0.0,0.0,1
SKU469,2021-03-06,3652.0,35106,25.56882738528769,1373,Makeup,71.0,53.0,135.0,259.0,1836.0,16.0,7.0,139.0,123.0,9.0,10.0,0.0,0.0,1357.0,2984.485982213767,398676.0,4.0,0.0,0.0,0.0,0.0,1
SKU125,2022-02-26,4256.0,33395,30.30399274047187,1102,Makeup,51.0,33.0,113.0,232.0,1687.0,13.0,7.0,137.0,209.0,9.0,25.0,0.0,0.0,1349.0,3633.533181824981,147703.0,2.0,5561.0,61269.64,6298228.0,2.0,1
SKU1377,2021-10-23,3261.0,29363,21.54292002934703,1363,Skincare,78.0,58.0,143.0,324.0,2034.0,9.0,5.0,117.0,209.0,9.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,11413.0,125721.77,10372142.0,6.0,1
SKU1816,2021-07-03,3585.0,11585,10.62844036697248,1090,Skincare,96.0,71.0,197.0,391.0,2706.0,0.0,8.0,160.0,158.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SKU1303,2022-11-12,3696.0,15820,17.48066298342541,905,Makeup,57.0,43.0,155.0,235.0,1465.0,0.0,6.0,82.0,186.0,5.0,16.0,0.0,0.0,1045.0,5734.58214926524,306187.0,4.0,0.0,0.0,0.0,0.0,0
SKU1106,2021-10-30,367.0,19263,46.30528846153846,416,Makeup,65.0,57.0,186.0,390.0,2771.0,0.0,7.0,82.0,105.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6375.0,77040.81,7539723.0,2.0,0
SKU950,2022-07-02,860.0,10391,23.56235827664399,441,Skincare,0.0,0.0,0.0,0.0,0.0,0.0,8.0,172.0,158.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SKU1072,2022-12-24,207.0,0,20.90566037735849,0,Makeup,104.0,64.0,192.0,453.0,2933.0,0.0,6.0,80.0,104.0,5.0,37.0,0.0,0.0,737.0,3026.137404268326,163218.0,2.0,0.0,0.0,0.0,0.0,0
SKU1377,2021-10-02,3108.0,36777,20.75451467268623,1772,Skincare,78.0,58.0,143.0,324.0,2034.0,9.0,5.0,117.0,209.0,9.0,37.0,0.0,0.0,726.0,4048.160433048109,124179.0,2.0,6491.0,83933.1,7960863.0,2.0,1
SKU150,2022-08-06,2456.0,28418,24.37221269296741,1166,Skincare,60.0,50.0,120.0,246.0,1219.0,6.0,7.0,105.0,209.0,7.0,23.0,0.0,0.0,649.0,2689.029239908011,146652.0,4.0,0.0,0.0,0.0,0.0,1
SKU297,2022-04-09,3506.0,31887,21.06142668428005,1514,Hair Care,106.0,78.0,233.0,474.0,3336.0,8.0,8.0,125.0,221.0,8.0,14.0,1.0,1450.018759590868,965.0,2866.446670638166,211738.0,4.0,3479.0,40244.28,3856872.0,2.0,1
SKU1841,2021-09-11,5401.0,29840,31.61016949152542,944,Hair Care,36.0,21.0,58.0,98.0,795.0,9.0,6.0,88.0,61.0,2.0,13.0,0.0,0.0,1213.0,4913.429971482414,202304.0,2.0,10579.0,111171.56,9223813.0,4.0,0
SKU761,2021-04-17,264.0,0,21.28395061728395,0,Hair Care,0.0,0.0,25.0,0.0,0.0,6.0,5.0,87.0,55.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SKU1612,2022-12-10,4413.0,43829,26.21351674641148,1672,Makeup,12.0,0.0,0.0,0.0,0.0,5.0,5.0,81.0,56.0,0.0,7.0,0.0,0.0,984.0,4742.97397648958,149030.0,4.0,0.0,0.0,0.0,0.0,1
SKU1080,2021-08-21,1849.0,11764,12.84279475982533,916,Skincare,112.0,76.0,213.0,443.0,3272.0,8.0,8.0,126.0,205.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6375.0,77040.81,7539723.0,2.0,0
SKU405,2022-06-18,845.0,24626,15.71537970644544,1567,Skincare,83.0,55.0,141.0,280.0,1638.0,14.0,5.0,87.0,60.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SKU562,2021-01-30,2985.0,14008,20.81426448736999,673,Skincare,34.0,17.0,50.0,143.0,1073.0,0.0,6.0,77.0,99.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SKU1228,2022-04-23,3197.0,28743,25.98824593128391,1106,Hair Care,40.0,35.0,71.0,158.0,1083.0,11.0,6.0,93.0,61.0,3.0,18.0,0.0,0.0,940.0,3798.403785533602,86815.0,2.0,4791.0,56344.76,5344861.0,2.0,1
SKU92,2021-04-10,2866.0,7815,7.269767441860465,1075,Hair Care,0.0,0.0,0.0,0.0,0.0,7.0,5.0,84.0,58.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SKU1024,2021-11-13,5208.0,26915,16.92767295597484,1590,Skincare,59.0,40.0,116.0,263.0,1882.0,0.0,8.0,163.0,158.0,5.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,5379.0,61559.15,6156021.0,4.0,1
SKU1633,2021-06-05,2280.0,12501,60.68446601941748,206,Skincare,0.0,0.0,24.0,65.0,371.0,9.0,5.0,85.0,59.0,4.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SKU756,2021-09-04,886.0,23799,29.93584905660378,795,Skincare,119.0,94.0,210.0,464.0,3110.0,9.0,8.0,126.0,221.0,2.0,3.0,0.0,0.0,679.0,2214.172433398032,103803.0,4.0,11303.0,118307.34,9990498.0,4.0,0
SKU277,2021-09-11,4015.0,22877,14.14780457637601,1617,Hair Care,46.0,42.0,100.0,191.0,1119.0,11.0,7.0,115.0,209.0,5.0,19.0,0.0,0.0,701.0,1861.681130205592,133692.0,4.0,10579.0,111171.56,9223813.0,4.0,1
SKU1474,2021-02-27,4561.0,16933,36.25910064239829,467,Makeup,73.0,51.0,133.0,266.0,1650.0,16.0,7.0,95.0,123.0,7.0,17.0,0.0,0.0,1854.0,3253.208866523673,476436.0,2.0,0.0,0.0,0.0,0.0,0
SKU28,2022-10-08,3234.0,17225,25.25659824046921,682,Makeup,122.0,96.0,232.0,507.0,3004.0,4.0,6.0,88.0,59.0,3.0,34.0,0.0,0.0,748.0,2368.270538322572,111617.0,4.0,0.0,0.0,0.0,0.0,0
SKU732,2021-05-01,3673.0,17333,19.96889400921659,868,Makeup,14.0,22.0,60.0,97.0,511.0,11.0,6.0,67.0,125.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SKU1582,2022-06-18,2314.0,32309,18.96068075117371,1704,Makeup,66.0,48.0,132.0,236.0,1373.0,13.0,7.0,113.0,166.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SKU1512,2021-01-30,3885.0,19108,19.24269889224572,993,Hair Care,27.0,12.0,0.0,0.0,0.0,13.0,7.0,111.0,209.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SKU1011,2022-05-21,4986.0,27768,18.30454845088991,1517,Makeup,68.0,46.0,109.0,219.0,1496.0,5.0,5.0,91.0,59.0,2.0,14.0,0.0,0.0,503.0,2370.540010410508,120327.0,2.0,0.0,0.0,0.0,0.0,1
SKU957,2022-08-13,4781.0,22724,15.73684210526316,1444,Skincare,70.0,45.0,115.0,246.0,1532.0,10.0,6.0,89.0,68.0,3.0,37.0,0.0,0.0,1995.0,10204.56473393665,303600.0,4.0,0.0,0.0,0.0,0.0,1
SKU822,2022-01-15,5261.0,30784,25.50455675227838,1207,Skincare,29.0,25.0,59.0,77.0,0.0,0.0,8.0,173.0,158.0,0.0,31.0,0.0,0.0,1617.0,3850.231665132188,248259.0,2.0,4330.0,56344.76,5344861.0,2.0,1
SKU451,2022-07-23,1451.981143920735,21328,31.31864904552129,681,Hair Care,39.0,30.0,80.0,165.0,1128.0,0.0,8.0,162.0,158.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SKU844,2022-08-27,3434.0,46440,36.05590062111801,1288,Makeup,66.0,38.0,69.0,75.0,202.0,9.0,8.0,126.0,221.0,5.0,15.0,0.0,0.0,749.0,2471.731285401749,153473.0,2.0,0.0,0.0,0.0,0.0,1
SKU1612,2022-04-02,3930.0,28044,26.35714285714286,1064,Makeup,12.0,0.0,0.0,0.0,0.0,5.0,5.0,81.0,56.0,2.0,37.0,0.0,0.0,780.0,2340.056627598357,167699.0,6.0,4791.0,56344.76,5344861.0,2.0,1
SKU906,2022-12-24,2801.0,23206,21.25091575091575,1092,Makeup,138.0,97.0,266.0,484.0,2689.0,14.0,6.0,95.0,67.0,2.0,12.0,0.0,0.0,678.0,2596.774254882093,90389.0,4.0,0.0,0.0,0.0,0.0,1
SKU499,2021-11-20,4547.0,25234,15.22872661436331,1657,Makeup,21.0,18.0,40.0,63.0,365.0,0.0,6.0,80.0,104.0,0.0,3.0,0.0,0.0,763.0,2593.101848077715,77295.0,4.0,5744.0,63978.2,6594469.0,2.0,1
SKU1879,2022-05-07,1406.0,16964,18.39913232104121,922,Skincare,61.0,36.0,90.0,163.0,1042.0,12.0,6.0,91.0,62.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SKU1501,2021-10-23,1349.0,21452,21.17670286278381,1013,Makeup,43.0,38.0,90.0,206.0,1306.0,8.0,5.0,118.0,209.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,11413.0,125721.77,10372142.0,6.0,1
SKU789,2021-03-13,2015.0,23283,20.19340849956635,1153,Skincare,0.0,0.0,0.0,0.0,0.0,11.0,6.0,70.0,127.0,0.0,32.0,0.0,0.0,776.0,2303.085662475543,132565.0,2.0,0.0,0.0,0.0,0.0,1
SKU732,2021-06-05,4925.0,30823,20.81228899392303,1481,Makeup,28.0,33.0,85.0,137.0,721.0,11.0,6.0,67.0,125.0,3.0,3.0,1.0,251.4008606156651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SKU119,2021-11-27,3536.0,34248,26.90337784760408,1273,Skincare,61.0,41.0,129.0,292.0,2018.0,11.0,6.0,70.0,148.0,5.0,35.0,0.0,0.0,960.0,3205.620126051524,150838.0,4.0,10309.0,111171.56,9223813.0,6.0,1
SKU297,2021-06-12,3244.0,20879,21.70374220374221,962,Hair Care,46.0,31.0,106.0,233.0,1811.0,8.0,8.0,125.0,221.0,8.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SKU108,2021-05-22,3719.0,31790,27.07836456558773,1174,Makeup,97.0,72.0,204.0,373.0,2279.0,0.0,6.0,79.0,100.0,16.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SKU1776,2021-04-24,2553.0,8545,10.14845605700713,842,Makeup,44.0,22.0,93.0,180.0,1392.0,6.0,8.0,126.0,221.0,7.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SKU840,2021-09-18,4038.0,21055,15.29048656499637,1377,Makeup,0.0,0.0,0.0,0.0,0.0,9.0,8.0,126.0,221.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,11557.0,130779.05,10922773.0,6.0,1
SKU1377,2022-12-31,3316.0,43173,26.78225806451613,1612,Skincare,93.0,65.0,158.0,368.0,2322.0,9.0,5.0,117.0,209.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SKU1969,2022-02-12,1659.0,31348,29.99808612440192,1045,Makeup,103.0,59.0,150.0,269.0,1605.0,9.0,7.0,110.0,209.0,4.0,11.0,0.0,0.0,1241.0,2801.222884244376,128211.0,2.0,5379.0,61559.15,6156021.0,2.0,1
SKU271,2021-07-31,2757.0,16961,18.7414364640884,905,Makeup,23.0,18.0,70.0,138.0,1133.0,10.0,8.0,126.0,221.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6375.0,77040.81,7539723.0,2.0,0
SKU581,2021-05-29,5897.0,31999,15.45845410628019,2070,Makeup,91.0,86.0,229.0,435.0,2806.0,8.0,6.0,86.0,62.0,6.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SKU1880,2022-06-25,3591.0,23071,27.27068557919622,846,Makeup,180.0,131.0,338.0,682.0,4387.0,12.0,6.0,64.0,123.0,11.0,51.0,0.0,0.0,725.0,3575.936451083314,137759.0,4.0,0.0,0.0,0.0,0.0,0
SKU169,2022-05-07,2848.0,35820,39.8,900,Makeup,69.0,44.0,132.0,313.0,2113.0,10.0,7.0,152.0,186.0,5.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SKU1036,2022-01-15,5407.0,41669,20.04280904280904,2079,Makeup,108.0,60.0,163.0,352.0,2592.0,12.0,8.0,126.0,221.0,10.0,15.0,0.0,0.0,739.0,2583.038798080299,166023.0,2.0,4330.0,56344.76,5344861.0,2.0,1
SKU1431,2021-07-10,4428.0,20228,15.38250950570342,1315,Skincare,126.0,79.0,221.0,473.0,3401.0,9.0,8.0,126.0,149.0,9.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SKU440,2021-02-13,2545.0,8430,23.61344537815126,357,Skincare,0.0,0.0,0.0,0.0,0.0,0.0,8.0,165.0,158.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SKU796,2021-05-01,2570.0,13603,26.31141199226306,517,Makeup,0.0,0.0,0.0,0.0,0.0,9.0,7.0,154.0,186.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SKU1229,2022-06-04,2029.0,28320,17.96954314720812,1576,Skincare,154.0,117.0,303.0,643.0,4254.0,16.0,7.0,139.0,211.0,5.0,3.0,0.0,0.0,947.0,3344.71949063501,264781.0,4.0,0.0,0.0,0.0,0.0,1
SKU1880,2022-06-11,3637.0,23550,28.40772014475271,829,Makeup,180.0,131.0,338.0,682.0,4387.0,12.0,6.0,64.0,123.0,11.0,49.0,0.0,0.0,855.0,4728.02556795817,197894.0,4.0,0.0,0.0,0.0,0.0,0
SKU605,2021-10-02,2471.0,15953,14.5689497716895,1095,Makeup,0.0,0.0,0.0,0.0,0.0,5.0,5.0,79.0,58.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,6491.0,83933.1,7960863.0,2.0,1
SKU1514,2021-01-23,1932.0,19118,20.42521367521368,936,Makeup,21.0,18.0,47.0,79.0,425.0,0.0,6.0,82.0,105.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SKU895,2022-06-25,4184.0,37669,20.64054794520548,1825,Makeup,0.0,0.0,0.0,0.0,0.0,7.0,8.0,127.0,221.0,1.0,32.0,0.0,0.0,544.0,2419.404158131298,60038.0,4.0,0.0,0.0,0.0,0.0,1
SKU1512,2022-12-10,3269.0,33535,21.80429128738622,1538,Hair Care,74.0,45.0,97.0,153.0,843.0,13.0,7.0,111.0,209.0,6.0,12.0,0.0,0.0,957.0,4991.364637869225,110849.0,4.0,0.0,0.0,0.0,0.0,1
SKU1479,2022-01-08,7075.0,32764,21.54109138724523,1521,Hair Care,85.0,63.0,180.0,406.0,2858.0,11.0,7.0,120.0,196.0,6.0,18.0,0.0,0.0,1382.0,3616.033268429983,193231.0,2.0,4330.0,56344.76,5344861.0,2.0,1
